#,Table,Temp_C,Intensity_Lux,Date,Time,Date_Time
177,2,30.558,1377.8,24/02/2022,16:14,24/02/2022 16:14
178,2,30.963,861.1,24/02/2022,17:14,24/02/2022 17:14
179,2,30.457,226,24/02/2022,18:14,24/02/2022 18:14
180,2,30.659,0,24/02/2022,19:14,24/02/2022 19:14
181,2,30.457,0,24/02/2022,20:14,24/02/2022 20:14
182,2,30.457,0,24/02/2022,21:14,24/02/2022 21:14
183,2,30.255,0,24/02/2022,22:14,24/02/2022 22:14
184,2,30.255,0,24/02/2022,23:14,24/02/2022 23:14
185,2,30.154,0,25/02/2022,0:14,25/02/2022 0:14
186,2,30.054,0,25/02/2022,1:14,25/02/2022 1:14
187,2,29.953,0,25/02/2022,2:14,25/02/2022 2:14
188,2,29.953,0,25/02/2022,3:14,25/02/2022 3:14
189,2,29.953,0,25/02/2022,4:14,25/02/2022 4:14
190,2,29.953,0,25/02/2022,5:14,25/02/2022 5:14
191,2,29.953,0,25/02/2022,6:14,25/02/2022 6:14
192,2,30.054,645.8,25/02/2022,7:14,25/02/2022 7:14
193,2,30.255,2411.1,25/02/2022,8:14,25/02/2022 8:14
194,2,30.457,3616.7,25/02/2022,9:14,25/02/2022 9:14
195,2,30.457,3961.1,25/02/2022,10:14,25/02/2022 10:14
196,2,30.558,3444.5,25/02/2022,11:14,25/02/2022 11:14
197,2,30.659,2927.8,25/02/2022,12:14,25/02/2022 12:14
198,2,30.862,2325,25/02/2022,13:14,25/02/2022 13:14
199,2,30.963,1980.6,25/02/2022,14:14,25/02/2022 14:14
200,2,30.76,193.8,25/02/2022,15:14,25/02/2022 15:14
201,2,31.268,1636.1,25/02/2022,16:14,25/02/2022 16:14
202,2,30.76,764.2,25/02/2022,17:14,25/02/2022 17:14
203,2,30.659,204.5,25/02/2022,18:14,25/02/2022 18:14
204,2,30.558,0,25/02/2022,19:14,25/02/2022 19:14
205,2,30.457,0,25/02/2022,20:14,25/02/2022 20:14
206,2,30.558,0,25/02/2022,21:14,25/02/2022 21:14
207,2,30.054,0,25/02/2022,22:14,25/02/2022 22:14
208,2,30.356,0,25/02/2022,23:14,25/02/2022 23:14
209,2,30.356,0,26/02/2022,0:14,26/02/2022 0:14
210,2,30.054,0,26/02/2022,1:14,26/02/2022 1:14
211,2,30.054,0,26/02/2022,2:14,26/02/2022 2:14
212,2,29.953,0,26/02/2022,3:14,26/02/2022 3:14
213,2,29.953,0,26/02/2022,4:14,26/02/2022 4:14
214,2,29.953,0,26/02/2022,5:14,26/02/2022 5:14
215,2,29.953,21.5,26/02/2022,6:14,26/02/2022 6:14
216,2,30.054,958,26/02/2022,7:14,26/02/2022 7:14
217,2,30.255,2325,26/02/2022,8:14,26/02/2022 8:14
218,2,30.457,3444.5,26/02/2022,9:14,26/02/2022 9:14
219,2,30.356,3961.1,26/02/2022,10:14,26/02/2022 10:14
220,2,30.457,3272.2,26/02/2022,11:14,26/02/2022 11:14
221,2,30.659,2755.6,26/02/2022,12:14,26/02/2022 12:14
222,2,30.76,2669.5,26/02/2022,13:14,26/02/2022 13:14
223,2,30.76,2152.8,26/02/2022,14:14,26/02/2022 14:14
224,2,31.268,1722.2,26/02/2022,15:14,26/02/2022 15:14
225,2,30.963,1313.2,26/02/2022,16:14,26/02/2022 16:14
226,2,30.76,656.6,26/02/2022,17:14,26/02/2022 17:14
227,2,30.558,107.6,26/02/2022,18:14,26/02/2022 18:14
228,2,30.457,0,26/02/2022,19:14,26/02/2022 19:14
229,2,30.457,0,26/02/2022,20:14,26/02/2022 20:14
230,2,30.558,0,26/02/2022,21:14,26/02/2022 21:14
231,2,30.558,0,26/02/2022,22:14,26/02/2022 22:14
232,2,30.255,0,26/02/2022,23:14,26/02/2022 23:14
233,2,30.255,0,27/02/2022,0:14,27/02/2022 0:14
234,2,30.154,0,27/02/2022,1:14,27/02/2022 1:14
235,2,30.154,0,27/02/2022,2:14,27/02/2022 2:14
236,2,30.154,0,27/02/2022,3:14,27/02/2022 3:14
237,2,30.154,0,27/02/2022,4:14,27/02/2022 4:14
238,2,30.154,0,27/02/2022,5:14,27/02/2022 5:14
239,2,30.054,10.8,27/02/2022,6:14,27/02/2022 6:14
240,2,30.154,947.2,27/02/2022,7:14,27/02/2022 7:14
241,2,30.255,2325,27/02/2022,8:14,27/02/2022 8:14
242,2,30.356,3272.2,27/02/2022,9:14,27/02/2022 9:14
243,2,30.154,3616.7,27/02/2022,10:14,27/02/2022 10:14
244,2,30.255,3272.2,27/02/2022,11:14,27/02/2022 11:14
245,2,30.558,2755.6,27/02/2022,12:14,27/02/2022 12:14
246,2,30.659,2497.2,27/02/2022,13:14,27/02/2022 13:14
247,2,30.659,1980.6,27/02/2022,14:14,27/02/2022 14:14
248,2,30.862,1808.3,27/02/2022,15:14,27/02/2022 15:14
249,2,30.356,559.7,27/02/2022,16:14,27/02/2022 16:14
250,2,30.356,505.9,27/02/2022,17:14,27/02/2022 17:14
251,2,30.255,86.1,27/02/2022,18:14,27/02/2022 18:14
252,2,30.255,0,27/02/2022,19:14,27/02/2022 19:14
253,2,30.255,0,27/02/2022,20:14,27/02/2022 20:14
254,2,30.255,0,27/02/2022,21:14,27/02/2022 21:14
255,2,30.054,0,27/02/2022,22:14,27/02/2022 22:14
256,2,30.054,0,27/02/2022,23:14,27/02/2022 23:14
257,2,30.054,0,28/02/2022,0:14,28/02/2022 0:14
258,2,30.054,0,28/02/2022,1:14,28/02/2022 1:14
259,2,29.953,0,28/02/2022,2:14,28/02/2022 2:14
260,2,30.054,0,28/02/2022,3:14,28/02/2022 3:14
261,2,30.054,0,28/02/2022,4:14,28/02/2022 4:14
262,2,29.953,0,28/02/2022,5:14,28/02/2022 5:14
263,2,30.054,0,28/02/2022,6:14,28/02/2022 6:14
264,2,30.054,441.3,28/02/2022,7:14,28/02/2022 7:14
265,2,30.154,1463.9,28/02/2022,8:14,28/02/2022 8:14
266,2,30.356,3100,28/02/2022,9:14,28/02/2022 9:14
267,2,30.457,2927.8,28/02/2022,10:14,28/02/2022 10:14
268,2,30.558,3100,28/02/2022,11:14,28/02/2022 11:14
269,2,30.558,2669.5,28/02/2022,12:14,28/02/2022 12:14
270,2,30.862,2325,28/02/2022,13:14,28/02/2022 13:14
271,2,30.862,2238.9,28/02/2022,14:14,28/02/2022 14:14
272,2,31.064,1894.5,28/02/2022,15:14,28/02/2022 15:14
273,2,30.659,1227.1,28/02/2022,16:14,28/02/2022 16:14
274,2,30.457,645.8,28/02/2022,17:14,28/02/2022 17:14
275,2,30.255,86.1,28/02/2022,18:14,28/02/2022 18:14
276,2,30.356,0,28/02/2022,19:14,28/02/2022 19:14
277,2,30.356,0,28/02/2022,20:14,28/02/2022 20:14
278,2,30.255,0,28/02/2022,21:14,28/02/2022 21:14
279,2,30.255,0,28/02/2022,22:14,28/02/2022 22:14
280,2,30.255,0,28/02/2022,23:14,28/02/2022 23:14
281,2,30.255,0,1/03/2022,0:14,1/03/2022 0:14
282,2,30.255,0,1/03/2022,1:14,1/03/2022 1:14
283,2,30.154,0,1/03/2022,2:14,1/03/2022 2:14
284,2,30.154,0,1/03/2022,3:14,1/03/2022 3:14
285,2,30.054,0,1/03/2022,4:14,1/03/2022 4:14
286,2,30.154,0,1/03/2022,5:14,1/03/2022 5:14
287,2,30.154,10.8,1/03/2022,6:14,1/03/2022 6:14
288,2,30.154,452.1,1/03/2022,7:14,1/03/2022 7:14
289,2,30.154,925.7,1/03/2022,8:14,1/03/2022 8:14
290,2,30.457,3444.5,1/03/2022,9:14,1/03/2022 9:14
291,2,30.457,1808.3,1/03/2022,10:14,1/03/2022 10:14
292,2,30.76,3444.5,1/03/2022,11:14,1/03/2022 11:14
293,2,30.76,2497.2,1/03/2022,12:14,1/03/2022 12:14
294,2,30.862,2325,1/03/2022,13:14,1/03/2022 13:14
295,2,31.166,2066.7,1/03/2022,14:14,1/03/2022 14:14
296,2,31.166,2152.8,1/03/2022,15:14,1/03/2022 15:14
297,2,30.862,1205.6,1/03/2022,16:14,1/03/2022 16:14
298,2,30.457,645.8,1/03/2022,17:14,1/03/2022 17:14
299,2,30.356,118.4,1/03/2022,18:14,1/03/2022 18:14
300,2,30.356,0,1/03/2022,19:14,1/03/2022 19:14
301,2,30.356,0,1/03/2022,20:14,1/03/2022 20:14
302,2,30.356,0,1/03/2022,21:14,1/03/2022 21:14
303,2,30.356,0,1/03/2022,22:14,1/03/2022 22:14
304,2,30.255,0,1/03/2022,23:14,1/03/2022 23:14
305,2,30.255,0,2/03/2022,0:14,2/03/2022 0:14
306,2,30.255,0,2/03/2022,1:14,2/03/2022 1:14
307,2,30.154,0,2/03/2022,2:14,2/03/2022 2:14
308,2,30.154,0,2/03/2022,3:14,2/03/2022 3:14
309,2,30.054,0,2/03/2022,4:14,2/03/2022 4:14
310,2,30.054,0,2/03/2022,5:14,2/03/2022 5:14
311,2,30.154,10.8,2/03/2022,6:14,2/03/2022 6:14
312,2,30.154,731.9,2/03/2022,7:14,2/03/2022 7:14
313,2,30.255,1550,2/03/2022,8:14,2/03/2022 8:14
314,2,30.356,2411.1,2/03/2022,9:14,2/03/2022 9:14
315,2,30.558,2927.8,2/03/2022,10:14,2/03/2022 10:14
316,2,30.76,3100,2/03/2022,11:14,2/03/2022 11:14
317,2,30.558,2583.4,2/03/2022,12:14,2/03/2022 12:14
318,2,30.659,2238.9,2/03/2022,13:14,2/03/2022 13:14
319,2,31.268,2066.7,2/03/2022,14:14,2/03/2022 14:14
320,2,31.064,1808.3,2/03/2022,15:14,2/03/2022 15:14
321,2,30.76,1377.8,2/03/2022,16:14,2/03/2022 16:14
322,2,30.558,613.5,2/03/2022,17:14,2/03/2022 17:14
323,2,30.356,118.4,2/03/2022,18:14,2/03/2022 18:14
324,2,30.356,0,2/03/2022,19:14,2/03/2022 19:14
325,2,30.356,0,2/03/2022,20:14,2/03/2022 20:14
326,2,30.356,0,2/03/2022,21:14,2/03/2022 21:14
327,2,30.356,0,2/03/2022,22:14,2/03/2022 22:14
328,2,30.356,0,2/03/2022,23:14,2/03/2022 23:14
329,2,30.255,0,3/03/2022,0:14,3/03/2022 0:14
330,2,29.953,0,3/03/2022,1:14,3/03/2022 1:14
331,2,30.154,0,3/03/2022,2:14,3/03/2022 2:14
332,2,30.054,0,3/03/2022,3:14,3/03/2022 3:14
333,2,30.054,0,3/03/2022,4:14,3/03/2022 4:14
334,2,30.054,0,3/03/2022,5:14,3/03/2022 5:14
335,2,30.054,10.8,3/03/2022,6:14,3/03/2022 6:14
336,2,30.154,731.9,3/03/2022,7:14,3/03/2022 7:14
337,2,30.255,1808.3,3/03/2022,8:14,3/03/2022 8:14
338,2,30.356,2152.8,3/03/2022,9:14,3/03/2022 9:14
339,2,30.558,2669.5,3/03/2022,10:14,3/03/2022 10:14
340,2,30.76,2669.5,3/03/2022,11:14,3/03/2022 11:14
341,2,30.154,2411.1,3/03/2022,12:14,3/03/2022 12:14
342,2,30.659,1980.6,3/03/2022,13:14,3/03/2022 13:14
343,2,30.76,2066.7,3/03/2022,14:14,3/03/2022 14:14
344,2,30.963,1636.1,3/03/2022,15:14,3/03/2022 15:14
345,2,30.862,1259.4,3/03/2022,16:14,3/03/2022 16:14
346,2,30.558,656.6,3/03/2022,17:14,3/03/2022 17:14
347,2,30.255,139.9,3/03/2022,18:14,3/03/2022 18:14
348,2,30.154,0,3/03/2022,19:14,3/03/2022 19:14
349,2,30.154,0,3/03/2022,20:14,3/03/2022 20:14
350,2,30.154,0,3/03/2022,21:14,3/03/2022 21:14
351,2,30.154,0,3/03/2022,22:14,3/03/2022 22:14
352,2,30.255,0,3/03/2022,23:14,3/03/2022 23:14
353,2,30.154,0,4/03/2022,0:14,4/03/2022 0:14
354,2,30.154,0,4/03/2022,1:14,4/03/2022 1:14
355,2,29.953,0,4/03/2022,2:14,4/03/2022 2:14
356,2,30.054,0,4/03/2022,3:14,4/03/2022 3:14
357,2,29.953,0,4/03/2022,4:14,4/03/2022 4:14
358,2,29.953,0,4/03/2022,5:14,4/03/2022 5:14
359,2,29.953,10.8,4/03/2022,6:14,4/03/2022 6:14
360,2,29.953,753.5,4/03/2022,7:14,4/03/2022 7:14
361,2,30.054,1463.9,4/03/2022,8:14,4/03/2022 8:14
362,2,30.255,2325,4/03/2022,9:14,4/03/2022 9:14
363,2,30.356,2238.9,4/03/2022,10:14,4/03/2022 10:14
364,2,30.457,2497.2,4/03/2022,11:14,4/03/2022 11:14
365,2,30.558,2152.8,4/03/2022,12:14,4/03/2022 12:14
366,2,30.154,1980.6,4/03/2022,13:14,4/03/2022 13:14
367,2,30.76,1808.3,4/03/2022,14:14,4/03/2022 14:14
368,2,30.862,1377.8,4/03/2022,15:14,4/03/2022 15:14
369,2,30.558,1130.2,4/03/2022,16:14,4/03/2022 16:14
370,2,30.356,559.7,4/03/2022,17:14,4/03/2022 17:14
371,2,30.255,86.1,4/03/2022,18:14,4/03/2022 18:14
372,2,30.054,0,4/03/2022,19:14,4/03/2022 19:14
373,2,30.054,0,4/03/2022,20:14,4/03/2022 20:14
374,2,30.054,0,4/03/2022,21:14,4/03/2022 21:14
375,2,30.054,0,4/03/2022,22:14,4/03/2022 22:14
376,2,30.054,0,4/03/2022,23:14,4/03/2022 23:14
377,2,30.054,0,5/03/2022,0:14,5/03/2022 0:14
378,2,29.953,0,5/03/2022,1:14,5/03/2022 1:14
379,2,29.953,0,5/03/2022,2:14,5/03/2022 2:14
380,2,29.853,0,5/03/2022,3:14,5/03/2022 3:14
381,2,29.953,0,5/03/2022,4:14,5/03/2022 4:14
382,2,29.853,0,5/03/2022,5:14,5/03/2022 5:14
383,2,29.853,10.8,5/03/2022,6:14,5/03/2022 6:14
384,2,29.953,785.8,5/03/2022,7:14,5/03/2022 7:14
385,2,30.054,1980.6,5/03/2022,8:14,5/03/2022 8:14
386,2,30.154,2583.4,5/03/2022,9:14,5/03/2022 9:14
387,2,30.356,2755.6,5/03/2022,10:14,5/03/2022 10:14
388,2,30.558,2411.1,5/03/2022,11:14,5/03/2022 11:14
389,2,30.659,2152.8,5/03/2022,12:14,5/03/2022 12:14
390,2,30.963,1980.6,5/03/2022,13:14,5/03/2022 13:14
391,2,30.457,1722.2,5/03/2022,14:14,5/03/2022 14:14
392,2,31.064,1377.8,5/03/2022,15:14,5/03/2022 15:14
393,2,30.76,570.5,5/03/2022,16:14,5/03/2022 16:14
394,2,30.457,570.5,5/03/2022,17:14,5/03/2022 17:14
395,2,30.154,96.9,5/03/2022,18:14,5/03/2022 18:14
396,2,30.154,0,5/03/2022,19:14,5/03/2022 19:14
397,2,30.054,0,5/03/2022,20:14,5/03/2022 20:14
398,2,30.054,0,5/03/2022,21:14,5/03/2022 21:14
399,2,30.054,0,5/03/2022,22:14,5/03/2022 22:14
400,2,30.054,0,5/03/2022,23:14,5/03/2022 23:14
401,2,30.154,0,6/03/2022,0:14,6/03/2022 0:14
402,2,30.054,0,6/03/2022,1:14,6/03/2022 1:14
403,2,30.054,0,6/03/2022,2:14,6/03/2022 2:14
404,2,29.953,0,6/03/2022,3:14,6/03/2022 3:14
405,2,29.953,0,6/03/2022,4:14,6/03/2022 4:14
406,2,29.953,0,6/03/2022,5:14,6/03/2022 5:14
407,2,29.953,0,6/03/2022,6:14,6/03/2022 6:14
408,2,29.953,785.8,6/03/2022,7:14,6/03/2022 7:14
409,2,30.154,1980.6,6/03/2022,8:14,6/03/2022 8:14
410,2,30.255,2497.2,6/03/2022,9:14,6/03/2022 9:14
411,2,30.356,2325,6/03/2022,10:14,6/03/2022 10:14
412,2,30.457,2152.8,6/03/2022,11:14,6/03/2022 11:14
413,2,30.558,1894.5,6/03/2022,12:14,6/03/2022 12:14
414,2,30.659,1722.2,6/03/2022,13:14,6/03/2022 13:14
415,2,30.76,1636.1,6/03/2022,14:14,6/03/2022 14:14
416,2,30.76,1377.8,6/03/2022,15:14,6/03/2022 15:14
417,2,30.659,1054.9,6/03/2022,16:14,6/03/2022 16:14
418,2,30.457,473.6,6/03/2022,17:14,6/03/2022 17:14
419,2,30.356,75.3,6/03/2022,18:14,6/03/2022 18:14
420,2,30.356,0,6/03/2022,19:14,6/03/2022 19:14
421,2,30.154,0,6/03/2022,20:14,6/03/2022 20:14
422,2,30.154,0,6/03/2022,21:14,6/03/2022 21:14
423,2,30.054,0,6/03/2022,22:14,6/03/2022 22:14
424,2,30.054,0,6/03/2022,23:14,6/03/2022 23:14
425,2,29.953,0,7/03/2022,0:14,7/03/2022 0:14
426,2,30.054,0,7/03/2022,1:14,7/03/2022 1:14
427,2,30.054,0,7/03/2022,2:14,7/03/2022 2:14
428,2,30.054,0,7/03/2022,3:14,7/03/2022 3:14
429,2,29.953,0,7/03/2022,4:14,7/03/2022 4:14
430,2,29.853,0,7/03/2022,5:14,7/03/2022 5:14
431,2,29.853,0,7/03/2022,6:14,7/03/2022 6:14
432,2,29.953,645.8,7/03/2022,7:14,7/03/2022 7:14
433,2,30.054,1980.6,7/03/2022,8:14,7/03/2022 8:14
434,2,30.154,2411.1,7/03/2022,9:14,7/03/2022 9:14
435,2,30.255,2325,7/03/2022,10:14,7/03/2022 10:14
436,2,30.255,2066.7,7/03/2022,11:14,7/03/2022 11:14
437,2,30.457,1894.5,7/03/2022,12:14,7/03/2022 12:14
438,2,30.558,1722.2,7/03/2022,13:14,7/03/2022 13:14
439,2,30.862,1463.9,7/03/2022,14:14,7/03/2022 14:14
440,2,30.963,1248.6,7/03/2022,15:14,7/03/2022 15:14
441,2,30.963,861.1,7/03/2022,16:14,7/03/2022 16:14
442,2,30.862,473.6,7/03/2022,17:14,7/03/2022 17:14
443,2,30.76,96.9,7/03/2022,18:14,7/03/2022 18:14
444,2,30.558,0,7/03/2022,19:14,7/03/2022 19:14
445,2,30.457,0,7/03/2022,20:14,7/03/2022 20:14
446,2,30.255,0,7/03/2022,21:14,7/03/2022 21:14
447,2,29.752,0,7/03/2022,22:14,7/03/2022 22:14
448,2,30.154,0,7/03/2022,23:14,7/03/2022 23:14
449,2,30.154,0,8/03/2022,0:14,8/03/2022 0:14
450,2,29.953,0,8/03/2022,1:14,8/03/2022 1:14
451,2,29.953,0,8/03/2022,2:14,8/03/2022 2:14
452,2,29.752,0,8/03/2022,3:14,8/03/2022 3:14
453,2,29.652,0,8/03/2022,4:14,8/03/2022 4:14
454,2,29.552,0,8/03/2022,5:14,8/03/2022 5:14
455,2,29.652,0,8/03/2022,6:14,8/03/2022 6:14
456,2,29.552,613.5,8/03/2022,7:14,8/03/2022 7:14
457,2,29.752,1894.5,8/03/2022,8:14,8/03/2022 8:14
458,2,29.853,2497.2,8/03/2022,9:14,8/03/2022 9:14
459,2,30.054,2927.8,8/03/2022,10:14,8/03/2022 10:14
460,2,29.953,2325,8/03/2022,11:14,8/03/2022 11:14
461,2,30.255,2066.7,8/03/2022,12:14,8/03/2022 12:14
462,2,30.054,1636.1,8/03/2022,13:14,8/03/2022 13:14
463,2,30.356,1377.8,8/03/2022,14:14,8/03/2022 14:14
464,2,31.064,1162.5,8/03/2022,15:14,8/03/2022 15:14
465,2,30.558,882.6,8/03/2022,16:14,8/03/2022 16:14
466,2,30.356,452.1,8/03/2022,17:14,8/03/2022 17:14
467,2,30.054,86.1,8/03/2022,18:14,8/03/2022 18:14
468,2,30.659,0,8/03/2022,19:14,8/03/2022 19:14
469,2,30.255,0,8/03/2022,20:14,8/03/2022 20:14
470,2,30.154,0,8/03/2022,21:14,8/03/2022 21:14
471,2,30.558,0,8/03/2022,22:14,8/03/2022 22:14
472,2,30.558,0,8/03/2022,23:14,8/03/2022 23:14
473,2,30.558,0,9/03/2022,0:14,9/03/2022 0:14
