Reef,time,latitude,longitude,BAA,BAA_7D_MAX,DHW,HOTSPOT,SST,SST_ANOMALY
Arlington,2000-12-06T12:00:00Z,-16.675,146.125,0,0,0,-1.19,27.47,-0.17
Arlington,2000-12-08T12:00:00Z,-16.675,146.125,0,0,0,-1.39,27.27,-0.42
Arlington,2000-12-10T12:00:00Z,-16.675,146.125,0,0,0,-1.37,27.29,-0.45
Arlington,2000-12-12T12:00:00Z,-16.675,146.125,0,0,0,-1.27,27.39,-0.4
Arlington,2000-12-14T12:00:00Z,-16.675,146.125,0,0,0,-1.11,27.55,-0.29
Arlington,2000-12-16T12:00:00Z,-16.675,146.125,0,0,0,-1.05,27.61,-0.28
Arlington,2000-12-18T12:00:00Z,-16.675,146.125,0,0,0,-1,27.66,-0.27
Arlington,2000-12-20T12:00:00Z,-16.675,146.125,0,0,0,-1.62,27.04,-0.94
Arlington,2000-12-22T12:00:00Z,-16.675,146.125,0,0,0,-1.48,27.18,-0.84
Arlington,2000-12-24T12:00:00Z,-16.675,146.125,0,0,0,-0.65,28.01,-0.05
Arlington,2000-12-26T12:00:00Z,-16.675,146.125,0,0,0,-0.76,27.9,-0.2
Arlington,2000-12-28T12:00:00Z,-16.675,146.125,0,0,0,-1.41,27.25,-0.9
Arlington,2000-12-30T12:00:00Z,-16.675,146.125,0,0,0,-1.54,27.12,-1.07
Arlington,2001-01-01T12:00:00Z,-16.675,146.125,0,0,0,-1.15,27.51,-0.72
Arlington,2001-01-03T12:00:00Z,-16.675,146.125,0,0,0,-1.15,27.51,-0.76
Arlington,2001-01-05T12:00:00Z,-16.675,146.125,0,0,0,-1.2,27.46,-0.86
Arlington,2001-01-07T12:00:00Z,-16.675,146.125,0,0,0,-1.93,26.73,-1.63
Arlington,2001-01-09T12:00:00Z,-16.675,146.125,0,0,0,-1.69,26.97,-1.43
Arlington,2001-01-11T12:00:00Z,-16.675,146.125,0,0,0,-1.41,27.25,-1.19
Arlington,2001-01-13T12:00:00Z,-16.675,146.125,0,0,0,-1.02,27.64,-0.85
Arlington,2001-01-15T12:00:00Z,-16.675,146.125,0,0,0,-1.2,27.46,-1.07
Arlington,2001-01-17T12:00:00Z,-16.675,146.125,0,0,0,-1.01,27.65,-0.89
Arlington,2001-01-19T12:00:00Z,-16.675,146.125,0,0,0,-0.52,28.14,-0.41
Arlington,2001-01-21T12:00:00Z,-16.675,146.125,0,0,0,-0.31,28.35,-0.21
Arlington,2001-01-23T12:00:00Z,-16.675,146.125,0,0,0,-0.35,28.31,-0.25
Arlington,2001-01-25T12:00:00Z,-16.675,146.125,0,0,0,-0.29,28.37,-0.2
Arlington,2001-01-27T12:00:00Z,-16.675,146.125,0,0,0,-0.67,27.99,-0.59
Arlington,2001-01-29T12:00:00Z,-16.675,146.125,1,1,0,0.06,28.72,0.13
Arlington,2001-01-31T12:00:00Z,-16.675,146.125,1,1,0,0.12,28.78,0.18
Arlington,2001-02-02T12:00:00Z,-16.675,146.125,1,1,0,0.24,28.9,0.29
Arlington,2001-02-04T12:00:00Z,-16.675,146.125,0,1,0,-0.05,28.61,0
Arlington,2001-02-06T12:00:00Z,-16.675,146.125,1,1,0,0.6,29.26,0.64
Arlington,2001-02-08T12:00:00Z,-16.675,146.125,1,1,0,0.54,29.2,0.57
Arlington,2001-02-10T12:00:00Z,-16.675,146.125,1,1,0,0.35,29.01,0.37
Arlington,2001-02-12T12:00:00Z,-16.675,146.125,1,1,0,0.26,28.92,0.27
Arlington,2001-02-14T12:00:00Z,-16.675,146.125,1,1,0,0.23,28.89,0.23
Arlington,2001-02-16T12:00:00Z,-16.675,146.125,1,1,0,0.38,29.04,0.4
Arlington,2001-02-18T12:00:00Z,-16.675,146.125,1,1,0,0.21,28.87,0.28
Arlington,2001-02-20T12:00:00Z,-16.675,146.125,1,1,0,0.3,28.96,0.41
Arlington,2001-02-22T12:00:00Z,-16.675,146.125,1,1,0,0.29,28.95,0.44
Arlington,2001-02-24T12:00:00Z,-16.675,146.125,0,1,0,-0.19,28.47,0.01
Arlington,2001-02-26T12:00:00Z,-16.675,146.125,0,1,0,-0.48,28.18,-0.24
Arlington,2001-02-28T12:00:00Z,-16.675,146.125,0,1,0,-0.66,28,-0.38
Arlington,2001-03-02T12:00:00Z,-16.675,146.125,0,0,0,-0.42,28.24,-0.09
Arlington,2001-03-04T12:00:00Z,-16.675,146.125,0,0,0,-0.57,28.09,-0.2
Arlington,2001-03-06T12:00:00Z,-16.675,146.125,0,0,0,-0.23,28.43,0.18
Arlington,2001-03-08T12:00:00Z,-16.675,146.125,2,2,0.17,1.22,29.88,1.68
Arlington,2001-03-10T12:00:00Z,-16.675,146.125,2,2,0.58,1.56,30.22,2.06
Arlington,2001-03-12T12:00:00Z,-16.675,146.125,2,2,0.92,1.16,29.82,1.7
Arlington,2001-03-14T12:00:00Z,-16.675,146.125,1,2,0.92,0.11,28.77,0.7
Arlington,2001-03-16T12:00:00Z,-16.675,146.125,0,2,0.92,-0.13,28.53,0.51
Arlington,2001-03-18T12:00:00Z,-16.675,146.125,1,2,0.92,0.04,28.7,0.75
Arlington,2001-03-20T12:00:00Z,-16.675,146.125,1,1,0.92,0.56,29.22,1.33
Arlington,2001-03-22T12:00:00Z,-16.675,146.125,1,1,0.92,0.3,28.96,1.14
Arlington,2001-03-24T12:00:00Z,-16.675,146.125,2,2,1.24,1.11,29.77,2.01
Arlington,2001-03-26T12:00:00Z,-16.675,146.125,2,2,1.56,1.15,29.81,2.12
Arlington,2001-03-28T12:00:00Z,-16.675,146.125,1,2,1.56,0.88,29.54,1.91
Arlington,2001-03-30T12:00:00Z,-16.675,146.125,0,2,1.56,-0.05,28.61,1.05
Arlington,2001-04-01T12:00:00Z,-16.675,146.125,0,2,1.56,-0.41,28.25,0.75
Arlington,2001-04-03T12:00:00Z,-16.675,146.125,0,1,1.56,-0.62,28.04,0.61
Arlington,2001-04-05T12:00:00Z,-16.675,146.125,0,0,1.56,-0.8,27.86,0.49
Arlington,2001-04-07T12:00:00Z,-16.675,146.125,0,0,1.56,-0.72,27.94,0.64
Arlington,2001-04-09T12:00:00Z,-16.675,146.125,0,0,1.56,-1.14,27.52,0.28
Arlington,2001-04-11T12:00:00Z,-16.675,146.125,0,0,1.56,-2.03,26.63,-0.54
Arlington,2001-04-13T12:00:00Z,-16.675,146.125,0,0,1.56,-2.08,26.58,-0.53
Arlington,2001-04-15T12:00:00Z,-16.675,146.125,0,0,1.56,-2.05,26.61,-0.43
Arlington,2001-04-17T12:00:00Z,-16.675,146.125,0,0,1.56,-1.93,26.73,-0.22
Arlington,2001-04-19T12:00:00Z,-16.675,146.125,0,0,1.56,-2.04,26.62,-0.25
Arlington,2001-04-21T12:00:00Z,-16.675,146.125,0,0,1.56,-1.82,26.84,0.06
Arlington,2001-04-23T12:00:00Z,-16.675,146.125,0,0,1.56,-2.48,26.18,-0.52
Arlington,2001-04-25T12:00:00Z,-16.675,146.125,0,0,1.56,-2.01,26.65,0.04
Arlington,2001-04-27T12:00:00Z,-16.675,146.125,0,0,1.56,-1.76,26.9,0.37
Arlington,2001-04-29T12:00:00Z,-16.675,146.125,0,0,1.56,-1.69,26.97,0.53
Arlington,2001-05-01T12:00:00Z,-16.675,146.125,0,0,1.56,-2.04,26.62,0.26
Arlington,2001-05-03T12:00:00Z,-16.675,146.125,0,0,1.56,-1.99,26.67,0.4
Arlington,2001-05-05T12:00:00Z,-16.675,146.125,0,0,1.56,-1.68,26.98,0.79
Arlington,2001-05-07T12:00:00Z,-16.675,146.125,0,0,1.56,-2.03,26.63,0.53
Arlington,2001-05-09T12:00:00Z,-16.675,146.125,0,0,1.56,-2.12,26.54,0.52
Arlington,2001-05-11T12:00:00Z,-16.675,146.125,0,0,1.56,-2.13,26.53,0.6
Arlington,2001-05-13T12:00:00Z,-16.675,146.125,0,0,1.56,-2.06,26.6,0.75
Arlington,2001-05-15T12:00:00Z,-16.675,146.125,0,0,1.56,-2.19,26.47,0.71
Arlington,2001-05-17T12:00:00Z,-16.675,146.125,0,0,1.56,-2.19,26.47,0.8
Arlington,2001-05-19T12:00:00Z,-16.675,146.125,0,0,1.56,-2.35,26.31,0.74
Arlington,2001-05-21T12:00:00Z,-16.675,146.125,0,0,1.56,-1.64,27.02,1.54
Arlington,2001-05-23T12:00:00Z,-16.675,146.125,0,0,1.56,-1.89,26.77,1.38
Arlington,2001-05-25T12:00:00Z,-16.675,146.125,0,0,1.56,-2.38,26.28,0.98
Arlington,2001-05-27T12:00:00Z,-16.675,146.125,0,0,1.56,-2.27,26.39,1.19
Arlington,2001-05-29T12:00:00Z,-16.675,146.125,0,0,1.56,-2.55,26.11,1
Arlington,2001-05-31T12:00:00Z,-16.675,146.125,0,0,1.38,-2.98,25.68,0.66
Arlington,2001-06-02T12:00:00Z,-16.675,146.125,0,0,0.98,-3.35,25.31,0.39
Arlington,2001-06-04T12:00:00Z,-16.675,146.125,0,0,0.63,-3.36,25.3,0.47
Arlington,2001-06-06T12:00:00Z,-16.675,146.125,0,0,0.63,-3.31,25.35,0.61
Arlington,2001-06-08T12:00:00Z,-16.675,146.125,0,0,0.63,-3.3,25.36,0.71
Arlington,2001-06-10T12:00:00Z,-16.675,146.125,0,0,0.63,-3.32,25.34,0.79
Arlington,2001-06-12T12:00:00Z,-16.675,146.125,0,0,0.63,-2.9,25.76,1.3
Arlington,2001-06-14T12:00:00Z,-16.675,146.125,0,0,0.63,-3.01,25.65,1.28
Arlington,2001-06-16T12:00:00Z,-16.675,146.125,0,0,0.32,-2.96,25.7,1.4
Arlington,2001-06-18T12:00:00Z,-16.675,146.125,0,0,0,-3.63,25.03,0.76
Arlington,2001-06-20T12:00:00Z,-16.675,146.125,0,0,0,-3.82,24.84,0.61
Arlington,2001-06-22T12:00:00Z,-16.675,146.125,0,0,0,-3.83,24.83,0.64
Arlington,2001-06-24T12:00:00Z,-16.675,146.125,0,0,0,-4.14,24.52,0.36
Arlington,2001-06-26T12:00:00Z,-16.675,146.125,0,0,0,-4.24,24.42,0.3
Arlington,2001-06-28T12:00:00Z,-16.675,146.125,0,0,0,-4,24.66,0.57
Arlington,2001-06-30T12:00:00Z,-16.675,146.125,0,0,0,-4.61,24.05,0
Arlington,2001-07-02T12:00:00Z,-16.675,146.125,0,0,0,-4.32,24.34,0.33
Arlington,2001-07-04T12:00:00Z,-16.675,146.125,0,0,0,-4.01,24.65,0.67
Arlington,2001-07-06T12:00:00Z,-16.675,146.125,0,0,0,-4.15,24.51,0.57
Arlington,2001-07-08T12:00:00Z,-16.675,146.125,0,0,0,-4.38,24.28,0.37
Arlington,2001-07-10T12:00:00Z,-16.675,146.125,0,0,0,-4.57,24.09,0.22
Arlington,2001-07-12T12:00:00Z,-16.675,146.125,0,0,0,-4.29,24.37,0.54
Arlington,2001-07-14T12:00:00Z,-16.675,146.125,0,0,0,-4.18,24.48,0.68
Arlington,2001-07-16T12:00:00Z,-16.675,146.125,0,0,0,-4,24.66,0.88
Arlington,2001-07-18T12:00:00Z,-16.675,146.125,0,0,0,-3.98,24.68,0.9
Arlington,2001-07-20T12:00:00Z,-16.675,146.125,0,0,0,-4.16,24.5,0.71
Arlington,2001-07-22T12:00:00Z,-16.675,146.125,0,0,0,-4.45,24.21,0.42
Arlington,2001-07-24T12:00:00Z,-16.675,146.125,0,0,0,-4.51,24.15,0.36
Arlington,2001-07-26T12:00:00Z,-16.675,146.125,0,0,0,-4.76,23.9,0.1
Arlington,2001-07-28T12:00:00Z,-16.675,146.125,0,0,0,-4.48,24.18,0.38
Arlington,2001-07-30T12:00:00Z,-16.675,146.125,0,0,0,-4.67,23.99,0.19
Arlington,2001-08-01T12:00:00Z,-16.675,146.125,0,0,0,-4.71,23.95,0.14
Arlington,2001-08-03T12:00:00Z,-16.675,146.125,0,0,0,-4.72,23.94,0.13
Arlington,2001-08-05T12:00:00Z,-16.675,146.125,0,0,0,-4.79,23.87,0.06
Arlington,2001-08-07T12:00:00Z,-16.675,146.125,0,0,0,-4.72,23.94,0.12
Arlington,2001-08-09T12:00:00Z,-16.675,146.125,0,0,0,-4.61,24.05,0.23
Arlington,2001-08-11T12:00:00Z,-16.675,146.125,0,0,0,-4.48,24.18,0.36
Arlington,2001-08-13T12:00:00Z,-16.675,146.125,0,0,0,-4.45,24.21,0.38
Arlington,2001-08-15T12:00:00Z,-16.675,146.125,0,0,0,-4.5,24.16,0.33
Arlington,2001-08-17T12:00:00Z,-16.675,146.125,0,0,0,-5.12,23.54,-0.33
Arlington,2001-08-19T12:00:00Z,-16.675,146.125,0,0,0,-5.12,23.54,-0.38
Arlington,2001-08-21T12:00:00Z,-16.675,146.125,0,0,0,-4.99,23.67,-0.29
Arlington,2001-08-23T12:00:00Z,-16.675,146.125,0,0,0,-4.57,24.09,0.08
Arlington,2001-08-25T12:00:00Z,-16.675,146.125,0,0,0,-4.58,24.08,0.03
Arlington,2001-08-27T12:00:00Z,-16.675,146.125,0,0,0,-5.56,23.1,-1
Arlington,2001-08-29T12:00:00Z,-16.675,146.125,0,0,0,-5.38,23.28,-0.86
Arlington,2001-08-31T12:00:00Z,-16.675,146.125,0,0,0,-4.81,23.85,-0.34
Arlington,2001-09-02T12:00:00Z,-16.675,146.125,0,0,0,-4.57,24.09,-0.14
Arlington,2001-09-04T12:00:00Z,-16.675,146.125,0,0,0,-4.54,24.12,-0.16
Arlington,2001-09-06T12:00:00Z,-16.675,146.125,0,0,0,-4.23,24.43,0.11
Arlington,2001-09-08T12:00:00Z,-16.675,146.125,0,0,0,-4.18,24.48,0.12
Arlington,2001-09-10T12:00:00Z,-16.675,146.125,0,0,0,-4.29,24.37,-0.04
Arlington,2001-09-12T12:00:00Z,-16.675,146.125,0,0,0,-3.92,24.74,0.29
Arlington,2001-09-14T12:00:00Z,-16.675,146.125,0,0,0,-3.73,24.93,0.43
Arlington,2001-09-16T12:00:00Z,-16.675,146.125,0,0,0,-3.53,25.13,0.57
Arlington,2001-09-18T12:00:00Z,-16.675,146.125,0,0,0,-3.8,24.86,0.22
Arlington,2001-09-20T12:00:00Z,-16.675,146.125,0,0,0,-3.78,24.88,0.16
Arlington,2001-09-22T12:00:00Z,-16.675,146.125,0,0,0,-3.59,25.07,0.27
Arlington,2001-09-24T12:00:00Z,-16.675,146.125,0,0,0,-3.68,24.98,0.1
Arlington,2001-09-26T12:00:00Z,-16.675,146.125,0,0,0,-3.65,25.01,0.05
Arlington,2001-09-28T12:00:00Z,-16.675,146.125,0,0,0,-3.7,24.96,-0.08
Arlington,2001-09-30T12:00:00Z,-16.675,146.125,0,0,0,-3.63,25.03,-0.08
Arlington,2001-10-02T12:00:00Z,-16.675,146.125,0,0,0,-3.65,25.01,-0.18
Arlington,2001-10-04T12:00:00Z,-16.675,146.125,0,0,0,-3.76,24.9,-0.37
Arlington,2001-10-06T12:00:00Z,-16.675,146.125,0,0,0,-3.7,24.96,-0.39
Arlington,2001-10-08T12:00:00Z,-16.675,146.125,0,0,0,-3.55,25.11,-0.32
Arlington,2001-10-10T12:00:00Z,-16.675,146.125,0,0,0,-3.41,25.25,-0.26
Arlington,2001-10-12T12:00:00Z,-16.675,146.125,0,0,0,-3.58,25.08,-0.51
Arlington,2001-10-14T12:00:00Z,-16.675,146.125,0,0,0,-3.16,25.5,-0.17
Arlington,2001-10-16T12:00:00Z,-16.675,146.125,0,0,0,-3.35,25.31,-0.44
Arlington,2001-10-18T12:00:00Z,-16.675,146.125,0,0,0,-3.11,25.55,-0.29
Arlington,2001-10-20T12:00:00Z,-16.675,146.125,0,0,0,-2.73,25.93,0
Arlington,2001-10-22T12:00:00Z,-16.675,146.125,0,0,0,-2.67,25.99,-0.03
Arlington,2001-10-24T12:00:00Z,-16.675,146.125,0,0,0,-2.53,26.13,0.02
Arlington,2001-10-26T12:00:00Z,-16.675,146.125,0,0,0,-2.72,25.94,-0.26
Arlington,2001-10-28T12:00:00Z,-16.675,146.125,0,0,0,-2.64,26.02,-0.27
Arlington,2001-10-30T12:00:00Z,-16.675,146.125,0,0,0,-1.93,26.73,0.35
Arlington,2001-11-01T12:00:00Z,-16.675,146.125,0,0,0,-1.9,26.76,0.29
Arlington,2001-11-03T12:00:00Z,-16.675,146.125,0,0,0,-1.68,26.98,0.42
Arlington,2001-11-05T12:00:00Z,-16.675,146.125,0,0,0,-1.46,27.2,0.56
Arlington,2001-11-07T12:00:00Z,-16.675,146.125,0,0,0,-1.53,27.13,0.4
Arlington,2001-11-09T12:00:00Z,-16.675,146.125,0,0,0,-1.34,27.32,0.5
Arlington,2001-11-11T12:00:00Z,-16.675,146.125,0,0,0,-1.56,27.1,0.19
Arlington,2001-11-13T12:00:00Z,-16.675,146.125,0,0,0,-0.95,27.71,0.71
Arlington,2001-11-15T12:00:00Z,-16.675,146.125,0,0,0,-0.8,27.86,0.77
Arlington,2001-11-17T12:00:00Z,-16.675,146.125,0,0,0,-0.72,27.94,0.8
Arlington,2001-11-19T12:00:00Z,-16.675,146.125,0,0,0,-1.36,27.3,0.11
Arlington,2001-11-21T12:00:00Z,-16.675,146.125,0,0,0,-1.18,27.48,0.23
Arlington,2001-11-23T12:00:00Z,-16.675,146.125,0,0,0,-1.53,27.13,-0.17
Arlington,2001-11-25T12:00:00Z,-16.675,146.125,0,0,0,-1.68,26.98,-0.37
Arlington,2001-11-27T12:00:00Z,-16.675,146.125,0,0,0,-1.33,27.33,-0.07
Arlington,2001-11-29T12:00:00Z,-16.675,146.125,0,0,0,-0.94,27.72,0.27
Arlington,2001-12-01T12:00:00Z,-16.675,146.125,0,0,0,-0.83,27.83,0.32
Arlington,2001-12-03T12:00:00Z,-16.675,146.125,0,0,0,-0.66,28,0.44
Arlington,2001-12-05T12:00:00Z,-16.675,146.125,0,0,0,-0.68,27.98,0.37
Arlington,2001-12-07T12:00:00Z,-16.675,146.125,0,0,0,-0.43,28.23,0.57
Arlington,2001-12-09T12:00:00Z,-16.675,146.125,0,0,0,-0.35,28.31,0.6
Arlington,2001-12-11T12:00:00Z,-16.675,146.125,0,0,0,-0.26,28.4,0.63
Arlington,2001-12-13T12:00:00Z,-16.675,146.125,0,0,0,-0.31,28.35,0.53
Arlington,2001-12-15T12:00:00Z,-16.675,146.125,0,0,0,-0.3,28.36,0.49
Arlington,2001-12-17T12:00:00Z,-16.675,146.125,1,1,0,0.15,28.81,0.9
Arlington,2001-12-19T12:00:00Z,-16.675,146.125,1,1,0,0.05,28.71,0.75
Arlington,2001-12-21T12:00:00Z,-16.675,146.125,1,1,0,0.24,28.9,0.9
Arlington,2001-12-23T12:00:00Z,-16.675,146.125,1,1,0,0.27,28.93,0.89
Arlington,2001-12-25T12:00:00Z,-16.675,146.125,1,1,0,0.9,29.56,1.48
Arlington,2001-12-27T12:00:00Z,-16.675,146.125,2,2,0.14,1.01,29.67,1.54
Arlington,2001-12-29T12:00:00Z,-16.675,146.125,2,2,0.29,1.02,29.68,1.51
Arlington,2001-12-31T12:00:00Z,-16.675,146.125,2,2,0.48,1.31,29.97,1.76
Arlington,2002-01-02T12:00:00Z,-16.675,146.125,2,2,0.82,1.26,29.92,1.67
Arlington,2002-01-04T12:00:00Z,-16.675,146.125,1,2,0.98,0.78,29.44,1.14
Arlington,2002-01-06T12:00:00Z,-16.675,146.125,1,2,0.98,0.62,29.28,0.94
Arlington,2002-01-08T12:00:00Z,-16.675,146.125,2,2,1.41,1.51,30.17,1.79
Arlington,2002-01-10T12:00:00Z,-16.675,146.125,2,2,1.87,1.68,30.34,1.92
Arlington,2002-01-12T12:00:00Z,-16.675,146.125,2,2,2.34,1.58,30.24,1.77
Arlington,2002-01-14T12:00:00Z,-16.675,146.125,1,2,2.34,0.65,29.31,0.8
Arlington,2002-01-16T12:00:00Z,-16.675,146.125,1,2,2.34,0.67,29.33,0.8
Arlington,2002-01-18T12:00:00Z,-16.675,146.125,1,2,2.34,0.41,29.07,0.53
Arlington,2002-01-20T12:00:00Z,-16.675,146.125,0,1,2.34,-0.04,28.62,0.07
Arlington,2002-01-22T12:00:00Z,-16.675,146.125,1,1,2.34,0.02,28.68,0.12
Arlington,2002-01-24T12:00:00Z,-16.675,146.125,1,1,2.34,0.32,28.98,0.41
Arlington,2002-01-26T12:00:00Z,-16.675,146.125,1,1,2.34,0.19,28.85,0.27
Arlington,2002-01-28T12:00:00Z,-16.675,146.125,1,1,2.34,0.23,28.89,0.31
Arlington,2002-01-30T12:00:00Z,-16.675,146.125,1,1,2.34,0.49,29.15,0.56
Arlington,2002-02-01T12:00:00Z,-16.675,146.125,1,1,2.34,0.8,29.46,0.86
Arlington,2002-02-03T12:00:00Z,-16.675,146.125,1,1,2.34,0.63,29.29,0.68
Arlington,2002-02-05T12:00:00Z,-16.675,146.125,1,2,2.48,0.95,29.61,0.99
Arlington,2002-02-07T12:00:00Z,-16.675,146.125,1,2,2.48,0.86,29.52,0.89
Arlington,2002-02-09T12:00:00Z,-16.675,146.125,1,2,2.48,0.77,29.43,0.8
Arlington,2002-02-11T12:00:00Z,-16.675,146.125,1,1,2.48,0.64,29.3,0.66
Arlington,2002-02-13T12:00:00Z,-16.675,146.125,1,1,2.48,0.55,29.21,0.56
Arlington,2002-02-15T12:00:00Z,-16.675,146.125,1,1,2.48,0.49,29.15,0.49
Arlington,2002-02-17T12:00:00Z,-16.675,146.125,1,1,2.48,0.36,29.02,0.4
Arlington,2002-02-19T12:00:00Z,-16.675,146.125,1,1,2.48,0.37,29.03,0.46
Arlington,2002-02-21T12:00:00Z,-16.675,146.125,1,1,2.48,0.57,29.23,0.7
Arlington,2002-02-23T12:00:00Z,-16.675,146.125,1,1,2.48,0.47,29.13,0.64
Arlington,2002-02-25T12:00:00Z,-16.675,146.125,0,1,2.48,-0.04,28.62,0.18
Arlington,2002-02-27T12:00:00Z,-16.675,146.125,1,1,2.48,0.01,28.67,0.27
Arlington,2002-03-01T12:00:00Z,-16.675,146.125,1,1,2.48,0.26,28.92,0.57
Arlington,2002-03-03T12:00:00Z,-16.675,146.125,1,1,2.48,0.54,29.2,0.89
Arlington,2002-03-05T12:00:00Z,-16.675,146.125,1,1,2.48,0.24,28.9,0.63
Arlington,2002-03-07T12:00:00Z,-16.675,146.125,1,1,2.48,0.15,28.81,0.59
Arlington,2002-03-09T12:00:00Z,-16.675,146.125,1,1,2.48,0.12,28.78,0.6
Arlington,2002-03-11T12:00:00Z,-16.675,146.125,1,1,2.48,0.19,28.85,0.71
Arlington,2002-03-13T12:00:00Z,-16.675,146.125,1,1,2.48,0.2,28.86,0.77
Arlington,2002-03-15T12:00:00Z,-16.675,146.125,0,1,2.48,-0.15,28.51,0.46
Arlington,2002-03-17T12:00:00Z,-16.675,146.125,0,1,2.48,-0.4,28.26,0.28
Arlington,2002-03-19T12:00:00Z,-16.675,146.125,0,1,2.48,-0.59,28.07,0.15
Arlington,2002-03-21T12:00:00Z,-16.675,146.125,0,0,2.34,-0.56,28.1,0.25
Arlington,2002-03-23T12:00:00Z,-16.675,146.125,0,0,2.19,-0.28,28.38,0.59
Arlington,2002-03-25T12:00:00Z,-16.675,146.125,0,0,2.01,-0.4,28.26,0.54
Arlington,2002-03-27T12:00:00Z,-16.675,146.125,0,0,1.66,-0.54,28.12,0.46
Arlington,2002-03-29T12:00:00Z,-16.675,146.125,0,0,1.5,-0.87,27.79,0.2
Arlington,2002-03-31T12:00:00Z,-16.675,146.125,0,0,1.5,-0.62,28.04,0.51
Arlington,2002-04-02T12:00:00Z,-16.675,146.125,0,0,1.08,-0.94,27.72,0.26
Arlington,2002-04-04T12:00:00Z,-16.675,146.125,0,0,0.61,-0.79,27.87,0.47
Arlington,2002-04-06T12:00:00Z,-16.675,146.125,0,0,0.14,-0.83,27.83,0.5
Arlington,2002-04-08T12:00:00Z,-16.675,146.125,0,0,0.14,-1.15,27.51,0.24
Arlington,2002-04-10T12:00:00Z,-16.675,146.125,0,0,0.14,-1.09,27.57,0.37
Arlington,2002-04-12T12:00:00Z,-16.675,146.125,0,0,0.14,-1.14,27.52,0.38
Arlington,2002-04-14T12:00:00Z,-16.675,146.125,0,0,0.14,-1.32,27.34,0.27
Arlington,2002-04-16T12:00:00Z,-16.675,146.125,0,0,0.14,-1.48,27.18,0.18
Arlington,2002-04-18T12:00:00Z,-16.675,146.125,0,0,0.14,-1.51,27.15,0.24
Arlington,2002-04-20T12:00:00Z,-16.675,146.125,0,0,0.14,-1.48,27.18,0.35
Arlington,2002-04-22T12:00:00Z,-16.675,146.125,0,0,0.14,-1.27,27.39,0.65
Arlington,2002-04-24T12:00:00Z,-16.675,146.125,0,0,0.14,-1.15,27.51,0.85
Arlington,2002-04-26T12:00:00Z,-16.675,146.125,0,0,0.14,-1.47,27.19,0.62
Arlington,2002-04-28T12:00:00Z,-16.675,146.125,0,0,0.14,-2.04,26.62,0.13
Arlington,2002-04-30T12:00:00Z,-16.675,146.125,0,0,0,-2.11,26.55,0.15
Arlington,2002-05-02T12:00:00Z,-16.675,146.125,0,0,0,-2.02,26.64,0.33
Arlington,2002-05-04T12:00:00Z,-16.675,146.125,0,0,0,-2.55,26.11,-0.12
Arlington,2002-05-06T12:00:00Z,-16.675,146.125,0,0,0,-2.87,25.79,-0.35
Arlington,2002-05-08T12:00:00Z,-16.675,146.125,0,0,0,-2.69,25.97,-0.09
Arlington,2002-05-10T12:00:00Z,-16.675,146.125,0,0,0,-2.88,25.78,-0.19
Arlington,2002-05-12T12:00:00Z,-16.675,146.125,0,0,0,-3.01,25.65,-0.24
Arlington,2002-05-14T12:00:00Z,-16.675,146.125,0,0,0,-2.52,26.14,0.34
Arlington,2002-05-16T12:00:00Z,-16.675,146.125,0,0,0,-2.54,26.12,0.41
Arlington,2002-05-18T12:00:00Z,-16.675,146.125,0,0,0,-2.65,26.01,0.39
Arlington,2002-05-20T12:00:00Z,-16.675,146.125,0,0,0,-2.51,26.15,0.62
Arlington,2002-05-22T12:00:00Z,-16.675,146.125,0,0,0,-2.71,25.95,0.52
Arlington,2002-05-24T12:00:00Z,-16.675,146.125,0,0,0,-2.92,25.74,0.4
Arlington,2002-05-26T12:00:00Z,-16.675,146.125,0,0,0,-3.22,25.44,0.19
Arlington,2002-05-28T12:00:00Z,-16.675,146.125,0,0,0,-2.75,25.91,0.75
Arlington,2002-05-30T12:00:00Z,-16.675,146.125,0,0,0,-2.76,25.9,0.84
Arlington,2002-06-01T12:00:00Z,-16.675,146.125,0,0,0,-2.79,25.87,0.9
Arlington,2002-06-03T12:00:00Z,-16.675,146.125,0,0,0,-3.33,25.33,0.45
Arlington,2002-06-05T12:00:00Z,-16.675,146.125,0,0,0,-3.37,25.29,0.51
Arlington,2002-06-07T12:00:00Z,-16.675,146.125,0,0,0,-3.18,25.48,0.79
Arlington,2002-06-09T12:00:00Z,-16.675,146.125,0,0,0,-3.42,25.24,0.64
Arlington,2002-06-11T12:00:00Z,-16.675,146.125,0,0,0,-3.84,24.82,0.31
Arlington,2002-06-13T12:00:00Z,-16.675,146.125,0,0,0,-3.73,24.93,0.52
Arlington,2002-06-15T12:00:00Z,-16.675,146.125,0,0,0,-2.79,25.87,1.55
Arlington,2002-06-17T12:00:00Z,-16.675,146.125,0,0,0,-2.62,26.04,1.76
Arlington,2002-06-19T12:00:00Z,-16.675,146.125,0,0,0,-3.43,25.23,0.98
Arlington,2002-06-21T12:00:00Z,-16.675,146.125,0,0,0,-4.3,24.36,0.15
Arlington,2002-06-23T12:00:00Z,-16.675,146.125,0,0,0,-4.23,24.43,0.25
Arlington,2002-06-25T12:00:00Z,-16.675,146.125,0,0,0,-4.07,24.59,0.45
Arlington,2002-06-27T12:00:00Z,-16.675,146.125,0,0,0,-4.26,24.4,0.3
Arlington,2002-06-29T12:00:00Z,-16.675,146.125,0,0,0,-4.6,24.06,-0.01
