Reef,time,latitude,longitude,BAA,BAA_7D_MAX,DHW,HOTSPOT,SST,SST_ANOMALY
Davies,2000-01-01T12:00:00Z,-18.825,147.625,0,0,0,-0.24,28.15,0.2
Davies,2000-01-04T12:00:00Z,-18.825,147.625,0,0,0,-0.8,27.59,-0.43
Davies,2000-01-07T12:00:00Z,-18.825,147.625,0,0,0,-1,27.39,-0.7
Davies,2000-01-10T12:00:00Z,-18.825,147.625,0,0,0,-0.81,27.58,-0.58
Davies,2000-01-13T12:00:00Z,-18.825,147.625,0,0,0,-0.96,27.43,-0.79
Davies,2000-01-16T12:00:00Z,-18.825,147.625,0,0,0,-0.96,27.43,-0.84
Davies,2000-01-19T12:00:00Z,-18.825,147.625,0,0,0,-0.34,28.05,-0.24
Davies,2000-01-22T12:00:00Z,-18.825,147.625,0,0,0,-0.23,28.16,-0.14
Davies,2000-01-25T12:00:00Z,-18.825,147.625,0,0,0,-0.64,27.75,-0.56
Davies,2000-01-28T12:00:00Z,-18.825,147.625,0,0,0,-0.62,27.77,-0.55
Davies,2000-01-31T12:00:00Z,-18.825,147.625,0,0,0,-0.4,27.99,-0.34
Davies,2000-02-03T12:00:00Z,-18.825,147.625,0,0,0,-0.45,27.94,-0.4
Davies,2000-02-06T12:00:00Z,-18.825,147.625,0,0,0,-0.72,27.67,-0.69
Davies,2000-02-09T12:00:00Z,-18.825,147.625,0,0,0,-0.57,27.82,-0.55
Davies,2000-02-12T12:00:00Z,-18.825,147.625,0,0,0,-1.03,27.36,-1.02
Davies,2000-02-15T12:00:00Z,-18.825,147.625,0,0,0,-0.11,28.28,-0.11
Davies,2000-02-18T12:00:00Z,-18.825,147.625,0,0,0,-0.1,28.29,-0.04
Davies,2000-02-21T12:00:00Z,-18.825,147.625,0,0,0,-0.1,28.29,0.01
Davies,2000-02-24T12:00:00Z,-18.825,147.625,0,0,0,-0.25,28.14,-0.08
Davies,2000-02-27T12:00:00Z,-18.825,147.625,0,0,0,-0.47,27.92,-0.24
Davies,2000-03-01T12:00:00Z,-18.825,147.625,0,0,0,-0.62,27.77,-0.34
Davies,2000-03-04T12:00:00Z,-18.825,147.625,0,0,0,-0.93,27.46,-0.59
Davies,2000-03-07T12:00:00Z,-18.825,147.625,0,0,0,-1.4,26.99,-1
Davies,2000-03-10T12:00:00Z,-18.825,147.625,0,0,0,-0.94,27.45,-0.48
Davies,2000-03-13T12:00:00Z,-18.825,147.625,0,0,0,-0.54,27.85,-0.03
Davies,2000-03-16T12:00:00Z,-18.825,147.625,0,0,0,-0.42,27.97,0.16
Davies,2000-03-19T12:00:00Z,-18.825,147.625,0,0,0,-1.23,27.16,-0.56
Davies,2000-03-22T12:00:00Z,-18.825,147.625,0,0,0,-0.98,27.41,-0.21
Davies,2000-03-25T12:00:00Z,-18.825,147.625,0,0,0,-1.24,27.15,-0.38
Davies,2000-03-28T12:00:00Z,-18.825,147.625,0,0,0,-0.93,27.46,0.02
Davies,2000-03-31T12:00:00Z,-18.825,147.625,0,0,0,-0.91,27.48,0.14
Davies,2000-04-03T12:00:00Z,-18.825,147.625,0,0,0,-1.24,27.15,-0.1
Davies,2000-04-06T12:00:00Z,-18.825,147.625,0,0,0,-1.25,27.14,-0.02
Davies,2000-04-09T12:00:00Z,-18.825,147.625,0,0,0,-1.4,26.99,-0.08
Davies,2000-04-12T12:00:00Z,-18.825,147.625,0,0,0,-1.7,26.69,-0.28
Davies,2000-04-15T12:00:00Z,-18.825,147.625,0,0,0,-1.51,26.88,0
Davies,2000-04-18T12:00:00Z,-18.825,147.625,0,0,0,-1.4,26.99,0.24
Davies,2000-04-21T12:00:00Z,-18.825,147.625,0,0,0,-1.38,27.01,0.38
Davies,2000-04-24T12:00:00Z,-18.825,147.625,0,0,0,-1.82,26.57,0.07
Davies,2000-04-27T12:00:00Z,-18.825,147.625,0,0,0,-1.86,26.53,0.16
Davies,2000-04-30T12:00:00Z,-18.825,147.625,0,0,0,-2.16,26.23,-0.01
Davies,2000-05-03T12:00:00Z,-18.825,147.625,0,0,0,-2.36,26.03,-0.09
Davies,2000-05-06T12:00:00Z,-18.825,147.625,0,0,0,-2.17,26.22,0.23
Davies,2000-05-09T12:00:00Z,-18.825,147.625,0,0,0,-2.52,25.87,0.01
Davies,2000-05-12T12:00:00Z,-18.825,147.625,0,0,0,-2.57,25.82,0.08
Davies,2000-05-15T12:00:00Z,-18.825,147.625,0,0,0,-3.06,25.33,-0.28
Davies,2000-05-18T12:00:00Z,-18.825,147.625,0,0,0,-3.35,25.04,-0.42
Davies,2000-05-21T12:00:00Z,-18.825,147.625,0,0,0,-3.6,24.79,-0.52
Davies,2000-05-24T12:00:00Z,-18.825,147.625,0,0,0,-3.47,24.92,-0.24
Davies,2000-05-27T12:00:00Z,-18.825,147.625,0,0,0,-3.3,25.09,0.08
Davies,2000-05-30T12:00:00Z,-18.825,147.625,0,0,0,-3.54,24.85,-0.01
Davies,2000-06-02T12:00:00Z,-18.825,147.625,0,0,0,-4.21,24.18,-0.52
Davies,2000-06-05T12:00:00Z,-18.825,147.625,0,0,0,-4.56,23.83,-0.72
Davies,2000-06-08T12:00:00Z,-18.825,147.625,0,0,0,-4.6,23.79,-0.61
Davies,2000-06-11T12:00:00Z,-18.825,147.625,0,0,0,-5.02,23.37,-0.88
Davies,2000-06-14T12:00:00Z,-18.825,147.625,0,0,0,-4.88,23.51,-0.59
Davies,2000-06-17T12:00:00Z,-18.825,147.625,0,0,0,-4.85,23.54,-0.45
Davies,2000-06-20T12:00:00Z,-18.825,147.625,0,0,0,-4.95,23.44,-0.47
Davies,2000-06-23T12:00:00Z,-18.825,147.625,0,0,0,-4.7,23.69,-0.14
Davies,2000-06-26T12:00:00Z,-18.825,147.625,0,0,0,-4.87,23.52,-0.23
Davies,2000-06-29T12:00:00Z,-18.825,147.625,0,0,0,-5.2,23.19,-0.47
Davies,2000-07-02T12:00:00Z,-18.825,147.625,0,0,0,-5.86,22.53,-1.05
Davies,2000-07-05T12:00:00Z,-18.825,147.625,0,0,0,-6.12,22.27,-1.23
Davies,2000-07-08T12:00:00Z,-18.825,147.625,0,0,0,-5.26,23.13,-0.28
Davies,2000-07-11T12:00:00Z,-18.825,147.625,0,0,0,-5.3,23.09,-0.24
Davies,2000-07-14T12:00:00Z,-18.825,147.625,0,0,0,-5.55,22.84,-0.41
Davies,2000-07-17T12:00:00Z,-18.825,147.625,0,0,0,-5.55,22.84,-0.38
Davies,2000-07-20T12:00:00Z,-18.825,147.625,0,0,0,-5.55,22.84,-0.38
Davies,2000-07-23T12:00:00Z,-18.825,147.625,0,0,0,-5.7,22.69,-0.53
Davies,2000-07-26T12:00:00Z,-18.825,147.625,0,0,0,-5.4,22.99,-0.23
Davies,2000-07-29T12:00:00Z,-18.825,147.625,0,0,0,-5.65,22.74,-0.48
Davies,2000-08-01T12:00:00Z,-18.825,147.625,0,0,0,-5.69,22.7,-0.53
Davies,2000-08-04T12:00:00Z,-18.825,147.625,0,0,0,-5.96,22.43,-0.8
Davies,2000-08-07T12:00:00Z,-18.825,147.625,0,0,0,-6.07,22.32,-0.91
Davies,2000-08-10T12:00:00Z,-18.825,147.625,0,0,0,-6.48,21.91,-1.32
Davies,2000-08-13T12:00:00Z,-18.825,147.625,0,0,0,-5.78,22.61,-0.62
Davies,2000-08-16T12:00:00Z,-18.825,147.625,0,0,0,-5.84,22.55,-0.7
Davies,2000-08-19T12:00:00Z,-18.825,147.625,0,0,0,-5.82,22.57,-0.76
Davies,2000-08-22T12:00:00Z,-18.825,147.625,0,0,0,-5.85,22.54,-0.86
Davies,2000-08-25T12:00:00Z,-18.825,147.625,0,0,0,-5.76,22.63,-0.84
Davies,2000-08-28T12:00:00Z,-18.825,147.625,0,0,0,-5.63,22.76,-0.78
Davies,2000-08-31T12:00:00Z,-18.825,147.625,0,0,0,-5.06,23.33,-0.29
Davies,2000-09-03T12:00:00Z,-18.825,147.625,0,0,0,-4.91,23.48,-0.21
Davies,2000-09-06T12:00:00Z,-18.825,147.625,0,0,0,-5.09,23.3,-0.46
Davies,2000-09-09T12:00:00Z,-18.825,147.625,0,0,0,-4.88,23.51,-0.32
Davies,2000-09-12T12:00:00Z,-18.825,147.625,0,0,0,-4.54,23.85,-0.06
Davies,2000-09-15T12:00:00Z,-18.825,147.625,0,0,0,-4.42,23.97,-0.01
Davies,2000-09-18T12:00:00Z,-18.825,147.625,0,0,0,-4.68,23.71,-0.4
Davies,2000-09-21T12:00:00Z,-18.825,147.625,0,0,0,-4.69,23.7,-0.54
Davies,2000-09-24T12:00:00Z,-18.825,147.625,0,0,0,-4.82,23.57,-0.79
Davies,2000-09-27T12:00:00Z,-18.825,147.625,0,0,0,-4.72,23.67,-0.82
Davies,2000-09-30T12:00:00Z,-18.825,147.625,0,0,0,-4.21,24.18,-0.44
Davies,2000-10-03T12:00:00Z,-18.825,147.625,0,0,0,-4.25,24.14,-0.61
Davies,2000-10-06T12:00:00Z,-18.825,147.625,0,0,0,-4.28,24.11,-0.77
Davies,2000-10-09T12:00:00Z,-18.825,147.625,0,0,0,-4.15,24.24,-0.76
Davies,2000-10-12T12:00:00Z,-18.825,147.625,0,0,0,-3.33,25.06,-0.07
Davies,2000-10-15T12:00:00Z,-18.825,147.625,0,0,0,-3.02,25.37,0.11
Davies,2000-10-18T12:00:00Z,-18.825,147.625,0,0,0,-3.13,25.26,-0.14
Davies,2000-10-21T12:00:00Z,-18.825,147.625,0,0,0,-3.12,25.27,-0.26
Davies,2000-10-24T12:00:00Z,-18.825,147.625,0,0,0,-3.12,25.27,-0.4
Davies,2000-10-27T12:00:00Z,-18.825,147.625,0,0,0,-2.42,25.97,0.16
Davies,2000-10-30T12:00:00Z,-18.825,147.625,0,0,0,-2.59,25.8,-0.15
Davies,2000-11-02T12:00:00Z,-18.825,147.625,0,0,0,-2,26.39,0.31
Davies,2000-11-05T12:00:00Z,-18.825,147.625,0,0,0,-1.76,26.63,0.41
Davies,2000-11-08T12:00:00Z,-18.825,147.625,0,0,0,-1.64,26.75,0.39
Davies,2000-11-11T12:00:00Z,-18.825,147.625,0,0,0,-1.85,26.54,0.04
Davies,2000-11-14T12:00:00Z,-18.825,147.625,0,0,0,-1.64,26.75,0.12
Davies,2000-11-17T12:00:00Z,-18.825,147.625,0,0,0,-1.63,26.76,0.02
Davies,2000-11-20T12:00:00Z,-18.825,147.625,0,0,0,-0.83,27.56,0.73
Davies,2000-11-23T12:00:00Z,-18.825,147.625,0,0,0,-0.86,27.53,0.61
Davies,2000-11-26T12:00:00Z,-18.825,147.625,0,0,0,-1.04,27.35,0.34
Davies,2000-11-29T12:00:00Z,-18.825,147.625,0,0,0,-1.94,26.45,-0.65
Davies,2000-12-02T12:00:00Z,-18.825,147.625,0,0,0,-1.91,26.48,-0.7
Davies,2000-12-05T12:00:00Z,-18.825,147.625,0,0,0,-1.86,26.53,-0.74
Davies,2000-12-08T12:00:00Z,-18.825,147.625,0,0,0,-1.86,26.53,-0.83
Davies,2000-12-11T12:00:00Z,-18.825,147.625,0,0,0,-1.47,26.92,-0.53
Davies,2000-12-14T12:00:00Z,-18.825,147.625,0,0,0,-1.11,27.28,-0.26
Davies,2000-12-17T12:00:00Z,-18.825,147.625,0,0,0,-0.95,27.44,-0.18
Davies,2000-12-20T12:00:00Z,-18.825,147.625,0,0,0,-1.8,26.59,-1.09
Davies,2000-12-23T12:00:00Z,-18.825,147.625,0,0,0,-1.51,26.88,-0.87
Davies,2000-12-26T12:00:00Z,-18.825,147.625,0,0,0,-0.64,27.75,-0.07
Davies,2000-12-29T12:00:00Z,-18.825,147.625,0,0,0,-0.74,27.65,-0.24
Davies,2001-01-01T12:00:00Z,-18.825,147.625,0,0,0,-0.85,27.54,-0.41
Davies,2001-01-04T12:00:00Z,-18.825,147.625,0,0,0,-1.34,27.05,-0.97
Davies,2001-01-07T12:00:00Z,-18.825,147.625,0,0,0,-1.28,27.11,-0.98
Davies,2001-01-10T12:00:00Z,-18.825,147.625,0,0,0,-1.08,27.31,-0.85
Davies,2001-01-13T12:00:00Z,-18.825,147.625,0,0,0,-0.93,27.46,-0.76
Davies,2001-01-16T12:00:00Z,-18.825,147.625,0,0,0,-0.97,27.42,-0.85
Davies,2001-01-19T12:00:00Z,-18.825,147.625,0,0,0,-0.45,27.94,-0.35
Davies,2001-01-22T12:00:00Z,-18.825,147.625,0,0,0,-1.07,27.32,-0.98
Davies,2001-01-25T12:00:00Z,-18.825,147.625,0,0,0,-0.26,28.13,-0.18
Davies,2001-01-28T12:00:00Z,-18.825,147.625,1,1,0,0.48,28.87,0.55
Davies,2001-01-31T12:00:00Z,-18.825,147.625,1,1,0,0.43,28.82,0.49
Davies,2001-02-03T12:00:00Z,-18.825,147.625,1,1,0,0.4,28.79,0.45
Davies,2001-02-06T12:00:00Z,-18.825,147.625,1,1,0,0.74,29.13,0.77
Davies,2001-02-09T12:00:00Z,-18.825,147.625,1,1,0,0.18,28.57,0.2
Davies,2001-02-12T12:00:00Z,-18.825,147.625,1,1,0,0.01,28.4,0.02
Davies,2001-02-15T12:00:00Z,-18.825,147.625,0,1,0,-0.18,28.21,-0.18
Davies,2001-02-18T12:00:00Z,-18.825,147.625,0,1,0,-0.3,28.09,-0.24
Davies,2001-02-21T12:00:00Z,-18.825,147.625,0,1,0,-0.35,28.04,-0.23
Davies,2001-02-24T12:00:00Z,-18.825,147.625,0,0,0,-0.61,27.78,-0.43
Davies,2001-02-27T12:00:00Z,-18.825,147.625,0,1,0,-0.05,28.34,0.19
Davies,2001-03-02T12:00:00Z,-18.825,147.625,0,1,0,-0.18,28.21,0.11
Davies,2001-03-05T12:00:00Z,-18.825,147.625,0,1,0,-0.28,28.11,0.07
Davies,2001-03-08T12:00:00Z,-18.825,147.625,2,2,0.15,1.07,29.46,1.48
Davies,2001-03-11T12:00:00Z,-18.825,147.625,1,2,0.54,0.97,29.36,1.44
Davies,2001-03-14T12:00:00Z,-18.825,147.625,1,2,0.54,0.18,28.57,0.71
Davies,2001-03-17T12:00:00Z,-18.825,147.625,1,1,0.54,0.26,28.65,0.87
Davies,2001-03-20T12:00:00Z,-18.825,147.625,1,1,0.54,0.49,28.88,1.19
Davies,2001-03-23T12:00:00Z,-18.825,147.625,1,1,0.54,0.66,29.05,1.46
Davies,2001-03-26T12:00:00Z,-18.825,147.625,1,1,0.54,0.95,29.34,1.84
Davies,2001-03-29T12:00:00Z,-18.825,147.625,1,1,0.54,0.32,28.71,1.3
Davies,2001-04-01T12:00:00Z,-18.825,147.625,0,1,0.54,-0.27,28.12,0.81
Davies,2001-04-04T12:00:00Z,-18.825,147.625,0,1,0.54,-1,27.39,0.17
Davies,2001-04-07T12:00:00Z,-18.825,147.625,0,0,0.54,-1.01,27.38,0.25
Davies,2001-04-10T12:00:00Z,-18.825,147.625,0,0,0.54,-1.23,27.16,0.13
Davies,2001-04-13T12:00:00Z,-18.825,147.625,0,0,0.54,-1.02,27.37,0.43
Davies,2001-04-16T12:00:00Z,-18.825,147.625,0,0,0.54,-1.46,26.93,0.09
Davies,2001-04-19T12:00:00Z,-18.825,147.625,0,0,0.54,-1.76,26.63,-0.08
Davies,2001-04-22T12:00:00Z,-18.825,147.625,0,0,0.54,-1.81,26.58,0
Davies,2001-04-25T12:00:00Z,-18.825,147.625,0,0,0.54,-1.9,26.49,0.03
Davies,2001-04-28T12:00:00Z,-18.825,147.625,0,0,0.54,-1.66,26.73,0.4
Davies,2001-05-01T12:00:00Z,-18.825,147.625,0,0,0.54,-2.3,26.09,-0.11
Davies,2001-05-04T12:00:00Z,-18.825,147.625,0,0,0.54,-1.72,26.67,0.59
Davies,2001-05-07T12:00:00Z,-18.825,147.625,0,0,0.54,-1.99,26.4,0.45
Davies,2001-05-10T12:00:00Z,-18.825,147.625,0,0,0.54,-1.74,26.65,0.83
Davies,2001-05-13T12:00:00Z,-18.825,147.625,0,0,0.54,-2.02,26.37,0.68
Davies,2001-05-16T12:00:00Z,-18.825,147.625,0,0,0.54,-1.57,26.82,1.26
Davies,2001-05-19T12:00:00Z,-18.825,147.625,0,0,0.54,-1.8,26.59,1.18
Davies,2001-05-22T12:00:00Z,-18.825,147.625,0,0,0.54,-1.24,27.15,1.89
Davies,2001-05-25T12:00:00Z,-18.825,147.625,0,0,0.54,-1.84,26.55,1.44
Davies,2001-05-28T12:00:00Z,-18.825,147.625,0,0,0.54,-1.11,27.28,2.32
Davies,2001-05-31T12:00:00Z,-18.825,147.625,0,0,0.39,-3.27,25.12,0.32
Davies,2001-06-03T12:00:00Z,-18.825,147.625,0,0,0,-3.54,24.85,0.2
Davies,2001-06-06T12:00:00Z,-18.825,147.625,0,0,0,-3.46,24.93,0.43
Davies,2001-06-09T12:00:00Z,-18.825,147.625,0,0,0,-3.31,25.08,0.73
Davies,2001-06-12T12:00:00Z,-18.825,147.625,0,0,0,-3.3,25.09,0.89
Davies,2001-06-15T12:00:00Z,-18.825,147.625,0,0,0,-3.17,25.22,1.17
Davies,2001-06-18T12:00:00Z,-18.825,147.625,0,0,0,-3.65,24.74,0.77
Davies,2001-06-21T12:00:00Z,-18.825,147.625,0,0,0,-3.95,24.44,0.56
Davies,2001-06-24T12:00:00Z,-18.825,147.625,0,0,0,-4.26,24.13,0.33
Davies,2001-06-27T12:00:00Z,-18.825,147.625,0,0,0,-4.22,24.17,0.45
Davies,2001-06-30T12:00:00Z,-18.825,147.625,0,0,0,-4.8,23.59,-0.04
Davies,2001-07-03T12:00:00Z,-18.825,147.625,0,0,0,-4.42,23.97,0.42
Davies,2001-07-06T12:00:00Z,-18.825,147.625,0,0,0,-4.62,23.77,0.3
Davies,2001-07-09T12:00:00Z,-18.825,147.625,0,0,0,-4.63,23.76,0.37
Davies,2001-07-12T12:00:00Z,-18.825,147.625,0,0,0,-4.34,24.05,0.75
Davies,2001-07-15T12:00:00Z,-18.825,147.625,0,0,0,-4.36,24.03,0.81
Davies,2001-07-18T12:00:00Z,-18.825,147.625,0,0,0,-4.49,23.9,0.68
Davies,2001-07-21T12:00:00Z,-18.825,147.625,0,0,0,-4.47,23.92,0.7
Davies,2001-07-24T12:00:00Z,-18.825,147.625,0,0,0,-4.64,23.75,0.53
Davies,2001-07-27T12:00:00Z,-18.825,147.625,0,0,0,-4.46,23.93,0.71
Davies,2001-07-30T12:00:00Z,-18.825,147.625,0,0,0,-5.07,23.32,0.1
Davies,2001-08-02T12:00:00Z,-18.825,147.625,0,0,0,-4.83,23.56,0.33
Davies,2001-08-05T12:00:00Z,-18.825,147.625,0,0,0,-4.58,23.81,0.58
Davies,2001-08-08T12:00:00Z,-18.825,147.625,0,0,0,-4.62,23.77,0.54
Davies,2001-08-11T12:00:00Z,-18.825,147.625,0,0,0,-4.59,23.8,0.57
Davies,2001-08-14T12:00:00Z,-18.825,147.625,0,0,0,-4.72,23.67,0.44
Davies,2001-08-17T12:00:00Z,-18.825,147.625,0,0,0,-4.94,23.45,0.17
Davies,2001-08-20T12:00:00Z,-18.825,147.625,0,0,0,-5.04,23.35,0
Davies,2001-08-23T12:00:00Z,-18.825,147.625,0,0,0,-4.79,23.6,0.18
Davies,2001-08-26T12:00:00Z,-18.825,147.625,0,0,0,-5.44,22.95,-0.55
Davies,2001-08-29T12:00:00Z,-18.825,147.625,0,0,0,-4.97,23.42,-0.15
Davies,2001-09-01T12:00:00Z,-18.825,147.625,0,0,0,-4.85,23.54,-0.1
Davies,2001-09-04T12:00:00Z,-18.825,147.625,0,0,0,-5.01,23.38,-0.33
Davies,2001-09-07T12:00:00Z,-18.825,147.625,0,0,0,-4.16,24.23,0.44
Davies,2001-09-10T12:00:00Z,-18.825,147.625,0,0,0,-3.85,24.54,0.68
Davies,2001-09-13T12:00:00Z,-18.825,147.625,0,0,0,-3.83,24.56,0.63
Davies,2001-09-16T12:00:00Z,-18.825,147.625,0,0,0,-3.48,24.91,0.89
Davies,2001-09-19T12:00:00Z,-18.825,147.625,0,0,0,-4.15,24.24,0.09
Davies,2001-09-22T12:00:00Z,-18.825,147.625,0,0,0,-4.01,24.38,0.1
Davies,2001-09-25T12:00:00Z,-18.825,147.625,0,0,0,-4.11,24.28,-0.13
Davies,2001-09-28T12:00:00Z,-18.825,147.625,0,0,0,-4.32,24.07,-0.46
Davies,2001-10-01T12:00:00Z,-18.825,147.625,0,0,0,-4.23,24.16,-0.5
Davies,2001-10-04T12:00:00Z,-18.825,147.625,0,0,0,-3.9,24.49,-0.3
Davies,2001-10-07T12:00:00Z,-18.825,147.625,0,0,0,-3.52,24.87,-0.05
Davies,2001-10-10T12:00:00Z,-18.825,147.625,0,0,0,-3.24,25.15,0.1
Davies,2001-10-13T12:00:00Z,-18.825,147.625,0,0,0,-2.92,25.47,0.3
Davies,2001-10-16T12:00:00Z,-18.825,147.625,0,0,0,-2.97,25.42,0.11
Davies,2001-10-19T12:00:00Z,-18.825,147.625,0,0,0,-2.68,25.71,0.27
Davies,2001-10-22T12:00:00Z,-18.825,147.625,0,0,0,-2.78,25.61,0.03
Davies,2001-10-25T12:00:00Z,-18.825,147.625,0,0,0,-2.66,25.73,0.01
Davies,2001-10-28T12:00:00Z,-18.825,147.625,0,0,0,-2.21,26.18,0.32
Davies,2001-10-31T12:00:00Z,-18.825,147.625,0,0,0,-2.28,26.11,0.12
Davies,2001-11-03T12:00:00Z,-18.825,147.625,0,0,0,-1.52,26.87,0.74
Davies,2001-11-06T12:00:00Z,-18.825,147.625,0,0,0,-2.09,26.3,0.03
Davies,2001-11-09T12:00:00Z,-18.825,147.625,0,0,0,-2,26.39,-0.02
Davies,2001-11-12T12:00:00Z,-18.825,147.625,0,0,0,-1.84,26.55,0.01
Davies,2001-11-15T12:00:00Z,-18.825,147.625,0,0,0,-0.94,27.45,0.77
Davies,2001-11-18T12:00:00Z,-18.825,147.625,0,0,0,-1.32,27.07,0.3
Davies,2001-11-21T12:00:00Z,-18.825,147.625,0,0,0,-0.99,27.4,0.54
Davies,2001-11-24T12:00:00Z,-18.825,147.625,0,0,0,-1.58,26.81,-0.14
Davies,2001-11-27T12:00:00Z,-18.825,147.625,0,0,0,-1.22,27.17,0.13
Davies,2001-11-30T12:00:00Z,-18.825,147.625,0,0,0,-0.8,27.59,0.46
Davies,2001-12-03T12:00:00Z,-18.825,147.625,0,0,0,-0.78,27.61,0.4
Davies,2001-12-06T12:00:00Z,-18.825,147.625,0,0,0,-0.64,27.75,0.45
Davies,2001-12-09T12:00:00Z,-18.825,147.625,0,0,0,-0.1,28.29,0.9
Davies,2001-12-12T12:00:00Z,-18.825,147.625,1,1,0,0.2,28.59,1.11
Davies,2001-12-15T12:00:00Z,-18.825,147.625,0,1,0,-0.14,28.25,0.68
Davies,2001-12-18T12:00:00Z,-18.825,147.625,1,1,0,0.17,28.56,0.92
Davies,2001-12-21T12:00:00Z,-18.825,147.625,0,1,0,-0.49,27.9,0.19
Davies,2001-12-24T12:00:00Z,-18.825,147.625,1,1,0,0.33,28.72,0.95
Davies,2001-12-27T12:00:00Z,-18.825,147.625,1,1,0,0.03,28.42,0.58
Davies,2001-12-30T12:00:00Z,-18.825,147.625,1,1,0,0.55,28.94,1.03
Davies,2002-01-02T12:00:00Z,-18.825,147.625,1,1,0,0.92,29.31,1.33
Davies,2002-01-05T12:00:00Z,-18.825,147.625,2,2,0.34,1.18,29.57,1.53
Davies,2002-01-08T12:00:00Z,-18.825,147.625,1,2,0.34,0.7,29.09,0.98
Davies,2002-01-11T12:00:00Z,-18.825,147.625,2,2,0.82,1.22,29.61,1.43
Davies,2002-01-14T12:00:00Z,-18.825,147.625,1,2,0.99,0.75,29.14,0.89
Davies,2002-01-17T12:00:00Z,-18.825,147.625,1,2,0.99,0.1,28.49,0.21
Davies,2002-01-20T12:00:00Z,-18.825,147.625,0,1,0.99,-0.27,28.12,-0.17
Davies,2002-01-23T12:00:00Z,-18.825,147.625,1,1,0.99,0.34,28.73,0.43
Davies,2002-01-26T12:00:00Z,-18.825,147.625,1,1,0.99,0.36,28.75,0.44
Davies,2002-01-29T12:00:00Z,-18.825,147.625,1,1,0.99,0.52,28.91,0.59
Davies,2002-02-01T12:00:00Z,-18.825,147.625,1,1,0.99,0.92,29.31,0.97
Davies,2002-02-04T12:00:00Z,-18.825,147.625,1,1,0.99,0.79,29.18,0.83
Davies,2002-02-07T12:00:00Z,-18.825,147.625,2,2,1.36,1.41,29.8,1.44
Davies,2002-02-10T12:00:00Z,-18.825,147.625,2,2,1.96,1.3,29.69,1.32
Davies,2002-02-13T12:00:00Z,-18.825,147.625,2,2,2.43,1.11,29.5,1.12
Davies,2002-02-16T12:00:00Z,-18.825,147.625,1,2,2.74,0.9,29.29,0.92
Davies,2002-02-19T12:00:00Z,-18.825,147.625,1,2,2.74,0.26,28.65,0.34
Davies,2002-02-22T12:00:00Z,-18.825,147.625,1,1,2.74,0.93,29.32,1.07
Davies,2002-02-25T12:00:00Z,-18.825,147.625,1,1,2.74,0.2,28.59,0.4
Davies,2002-02-28T12:00:00Z,-18.825,147.625,1,1,2.74,0.35,28.74,0.61
Davies,2002-03-03T12:00:00Z,-18.825,147.625,1,1,2.74,0.28,28.67,0.59
Davies,2002-03-06T12:00:00Z,-18.825,147.625,1,1,2.74,0.04,28.43,0.41
Davies,2002-03-09T12:00:00Z,-18.825,147.625,1,1,2.74,0.05,28.44,0.48
Davies,2002-03-12T12:00:00Z,-18.825,147.625,1,1,2.74,0.65,29.04,1.14
Davies,2002-03-15T12:00:00Z,-18.825,147.625,0,1,2.74,-0.19,28.2,0.36
Davies,2002-03-18T12:00:00Z,-18.825,147.625,1,1,2.74,0.32,28.71,0.96
Davies,2002-03-21T12:00:00Z,-18.825,147.625,0,1,2.74,-0.4,27.99,0.34
Davies,2002-03-24T12:00:00Z,-18.825,147.625,0,1,2.74,-0.44,27.95,0.39
Davies,2002-03-27T12:00:00Z,-18.825,147.625,0,0,2.74,-0.56,27.83,0.36
Davies,2002-03-30T12:00:00Z,-18.825,147.625,1,1,2.4,0.3,28.69,1.31
Davies,2002-04-02T12:00:00Z,-18.825,147.625,0,1,2.4,-0.42,27.97,0.69
Davies,2002-04-05T12:00:00Z,-18.825,147.625,0,1,1.92,-0.82,27.57,0.38
Davies,2002-04-08T12:00:00Z,-18.825,147.625,0,0,1.75,-1.31,27.08,-0.02
Davies,2002-04-11T12:00:00Z,-18.825,147.625,0,0,1.75,-1.4,26.99,-0.01
Davies,2002-04-14T12:00:00Z,-18.825,147.625,0,0,1.75,-1.27,27.12,0.21
Davies,2002-04-17T12:00:00Z,-18.825,147.625,0,0,1.75,-1.5,26.89,0.09
Davies,2002-04-20T12:00:00Z,-18.825,147.625,0,0,1.75,-1.3,27.09,0.42
Davies,2002-04-23T12:00:00Z,-18.825,147.625,0,0,1.75,-1.18,27.21,0.67
Davies,2002-04-26T12:00:00Z,-18.825,147.625,0,0,1.75,-1.23,27.16,0.75
Davies,2002-04-29T12:00:00Z,-18.825,147.625,0,0,1.75,-1.68,26.71,0.42
Davies,2002-05-02T12:00:00Z,-18.825,147.625,0,0,1.38,-1.75,26.64,0.48
Davies,2002-05-05T12:00:00Z,-18.825,147.625,0,0,0.78,-2.31,26.08,0.05
Davies,2002-05-08T12:00:00Z,-18.825,147.625,0,0,0.31,-2.2,26.19,0.28
Davies,2002-05-11T12:00:00Z,-18.825,147.625,0,0,0,-1.86,26.53,0.75
Davies,2002-05-14T12:00:00Z,-18.825,147.625,0,0,0,-2.29,26.1,0.45
Davies,2002-05-17T12:00:00Z,-18.825,147.625,0,0,0,-2.32,26.07,0.56
Davies,2002-05-20T12:00:00Z,-18.825,147.625,0,0,0,-2.61,25.78,0.42
Davies,2002-05-23T12:00:00Z,-18.825,147.625,0,0,0,-3.08,25.31,0.1
