Timepoint,No,No2,Family,Cone,Cross,popcross,Mom,Dad,RegionCross2,RegionCross,Breed,StartPos,Rack,DevicePos,DeviceNo,PlugPosition,IndID,Area
T1,155,53,HF72,C85,Martin11xDavies9,MAxDA,Martin11,Davies9,NorthxCentral,Hybrid,Hybrid,A14,2,6,91,2,2.6.2.3,1.917
T1,156,53,HF72,C85,Martin11xDavies9,MAxDA,Martin11,Davies9,NorthxCentral,Hybrid,Hybrid,A14,2,6,91,2,2.6.2.4,4.357
T1,157,54,Palms,Rm3Palms,PalmsBulk,PIxPI,Palms,Palms,CentralxCentral,CentralxCentral,CentralPure,B14,2,6,91,3,2.6.3.1,1.818
T1,158,54,Palms,Rm3Palms,PalmsBulk,PIxPI,Palms,Palms,CentralxCentral,CentralxCentral,CentralPure,B14,2,6,91,3,2.6.3.2,2.352
T1,159,55,Davies,Rm3Davies,DaviesBulk,DAxDA,Davies,Davies,CentralxCentral,CentralxCentral,CentralPure,E15,2,7,73,1,2.7.1.1,1.462
T1,160,55,Davies,Rm3Davies,DaviesBulk,DAxDA,Davies,Davies,CentralxCentral,CentralxCentral,CentralPure,E15,2,7,73,1,2.7.1.2,1.462
T1,161,55,Davies,Rm3Davies,DaviesBulk,DAxDA,Davies,Davies,CentralxCentral,CentralxCentral,CentralPure,E15,2,7,73,1,2.7.1.3,3.448
T1,162,56,HF16,C87,Martin11xMartin13,MAxMA,Martin11,Martin13,NorthxNorth,NorthxNorth,NorthPure,K9,2,7,73,2,2.7.2.1,1.759
T1,163,56,HF16,C87,Martin11xMartin13,MAxMA,Martin11,Martin13,NorthxNorth,NorthxNorth,NorthPure,K9,2,7,73,2,2.7.2.2,1.956
T1,164,56,HF16,C87,Martin11xMartin13,MAxMA,Martin11,Martin13,NorthxNorth,NorthxNorth,NorthPure,K9,2,7,73,2,2.7.2.3,8.635
T1,165,56,HF16,C87,Martin11xMartin13,MAxMA,Martin11,Martin13,NorthxNorth,NorthxNorth,NorthPure,K9,2,7,73,2,2.7.2.4,1.897
T1,166,56,HF16,C87,Martin11xMartin13,MAxMA,Martin11,Martin13,NorthxNorth,NorthxNorth,NorthPure,K9,2,7,73,2,2.7.2.5,1.393
T1,167,56,HF16,C87,Martin11xMartin13,MAxMA,Martin11,Martin13,NorthxNorth,NorthxNorth,NorthPure,K9,2,7,73,2,2.7.2.6,2.757
T1,168,57,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,C2,2,7,73,3,2.7.3.1,3.073
T1,169,57,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,C2,2,7,73,3,2.7.3.2,3.221
T1,170,57,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,C2,2,7,73,3,2.7.3.3,4.782
T1,171,57,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,C2,2,7,73,3,2.7.3.4,3.922
T1,172,57,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,C2,2,7,73,3,2.7.3.5,3.28
T1,173,57,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,C2,2,7,73,3,2.7.3.6,4.328
T1,174,57,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,C2,2,7,73,3,2.7.3.7,3.922
T1,175,58,HF16,C87,Martin11xMartin13,MAxMA,Martin11,Martin13,NorthxNorth,NorthxNorth,NorthPure,I1,2,8,89,1,2.8.1.1,2.569
T1,176,59,HF80,C86,Martin11xDavies15,MAxDA,Martin11,Davies15,NorthxCentral,Hybrid,Hybrid,A15,2,8,89,2,2.8.2,NA
T1,177,60,HF44,C129,Davies14xMartin14,DAxMA,Davies14,Martin14,CentralxNorth,Hybrid,Hybrid,I15,2,8,89,3,2.8.3.1,2.648
T1,178,60,HF44,C129,Davies14xMartin14,DAxMA,Davies14,Martin14,CentralxNorth,Hybrid,Hybrid,I15,2,8,89,3,2.8.3.2,3.873
T1,179,61,HF80,C86,Martin11xDavies15,MAxDA,Martin11,Davies15,NorthxCentral,Hybrid,Hybrid,B15,2,9,59,1,2.9.1,NA
T1,180,62,Palms,Rm3Palms,PalmsBulk,PIxPI,Palms,Palms,CentralxCentral,CentralxCentral,CentralPure,B10,2,9,59,2,2.9.2.1,3.142
T1,181,63,HF72,C85,Martin11xDavies9,MAxDA,Martin11,Davies9,NorthxCentral,Hybrid,Hybrid,A13,2,9,59,3,2.9.3.1,2.352
T1,182,63,HF72,C85,Martin11xDavies9,MAxDA,Martin11,Davies9,NorthxCentral,Hybrid,Hybrid,A13,2,9,59,3,2.9.3.2,2.994
T1,183,63,HF72,C85,Martin11xDavies9,MAxDA,Martin11,Davies9,NorthxCentral,Hybrid,Hybrid,A13,2,9,59,3,2.9.3.3,1.66
T1,184,63,HF72,C85,Martin11xDavies9,MAxDA,Martin11,Davies9,NorthxCentral,Hybrid,Hybrid,A13,2,9,59,3,2.9.3.4,1.324
T1,185,63,HF72,C85,Martin11xDavies9,MAxDA,Martin11,Davies9,NorthxCentral,Hybrid,Hybrid,A13,2,9,59,3,2.9.3.5,2.332
T1,186,63,HF72,C85,Martin11xDavies9,MAxDA,Martin11,Davies9,NorthxCentral,Hybrid,Hybrid,A13,2,9,59,3,2.9.3.6,2.184
T1,187,63,HF72,C85,Martin11xDavies9,MAxDA,Martin11,Davies9,NorthxCentral,Hybrid,Hybrid,A13,2,9,59,3,2.9.3.7,2.253
T1,188,63,HF72,C85,Martin11xDavies9,MAxDA,Martin11,Davies9,NorthxCentral,Hybrid,Hybrid,A13,2,9,59,3,2.9.3.8,2.322
T1,189,64,HF62,C4,Davies17xArlington6,DAxAR,Davies17,Arlington6,CentralxCentral,CentralxCentral,CentralHybrid,B14,2,10,86,1,2.10.1.1,1.462
T1,190,64,HF62,C4,Davies17xArlington6,DAxAR,Davies17,Arlington6,CentralxCentral,CentralxCentral,CentralHybrid,B14,2,10,86,1,2.10.1.2,1.067
T1,191,64,HF62,C4,Davies17xArlington6,DAxAR,Davies17,Arlington6,CentralxCentral,CentralxCentral,CentralHybrid,B14,2,10,86,1,2.10.1.3,1.68
T1,192,64,HF62,C4,Davies17xArlington6,DAxAR,Davies17,Arlington6,CentralxCentral,CentralxCentral,CentralHybrid,B14,2,10,86,1,2.10.1.4,3.251
T1,193,64,HF62,C4,Davies17xArlington6,DAxAR,Davies17,Arlington6,CentralxCentral,CentralxCentral,CentralHybrid,B14,2,10,86,1,2.10.1.5,1.996
T1,194,64,HF62,C4,Davies17xArlington6,DAxAR,Davies17,Arlington6,CentralxCentral,CentralxCentral,CentralHybrid,B14,2,10,86,1,2.10.1.6,2.47
T1,195,64,HF62,C4,Davies17xArlington6,DAxAR,Davies17,Arlington6,CentralxCentral,CentralxCentral,CentralHybrid,B14,2,10,86,1,2.10.1.7,1.64
T1,196,64,HF62,C4,Davies17xArlington6,DAxAR,Davies17,Arlington6,CentralxCentral,CentralxCentral,CentralHybrid,B14,2,10,86,1,2.10.1.8,2.075
T1,197,64,HF62,C4,Davies17xArlington6,DAxAR,Davies17,Arlington6,CentralxCentral,CentralxCentral,CentralHybrid,B14,2,10,86,1,2.10.1.9,2.915
T1,198,64,HF62,C4,Davies17xArlington6,DAxAR,Davies17,Arlington6,CentralxCentral,CentralxCentral,CentralHybrid,B14,2,10,86,1,2.10.1.10,2.974
T1,199,64,HF62,C4,Davies17xArlington6,DAxAR,Davies17,Arlington6,CentralxCentral,CentralxCentral,CentralHybrid,B14,2,10,86,1,2.10.1.11,2.124
T1,200,64,HF62,C4,Davies17xArlington6,DAxAR,Davies17,Arlington6,CentralxCentral,CentralxCentral,CentralHybrid,B14,2,10,86,1,2.10.1.12,4.14
T1,201,64,HF62,C4,Davies17xArlington6,DAxAR,Davies17,Arlington6,CentralxCentral,CentralxCentral,CentralHybrid,B14,2,10,86,1,2.10.1.13,3.369
T1,202,64,HF62,C4,Davies17xArlington6,DAxAR,Davies17,Arlington6,CentralxCentral,CentralxCentral,CentralHybrid,B14,2,10,86,1,2.10.1.14,4.337
T1,203,65,Palms,Rm3Palms,PalmsBulk,PIxPI,Palms,Palms,CentralxCentral,CentralxCentral,CentralPure,A3,2,10,86,2,2.10.2.1,2.411
T1,204,65,Palms,Rm3Palms,PalmsBulk,PIxPI,Palms,Palms,CentralxCentral,CentralxCentral,CentralPure,A3,2,10,86,2,2.10.2.2,3.033
T1,205,65,Palms,Rm3Palms,PalmsBulk,PIxPI,Palms,Palms,CentralxCentral,CentralxCentral,CentralPure,A3,2,10,86,2,2.10.2.3,2.134
T1,206,65,Palms,Rm3Palms,PalmsBulk,PIxPI,Palms,Palms,CentralxCentral,CentralxCentral,CentralPure,A3,2,10,86,2,2.10.2.4,3.191
T1,207,66,Palms,Rm3Palms,PalmsBulk,PIxPI,Palms,Palms,CentralxCentral,CentralxCentral,CentralPure,B4,2,10,86,3,2.10.3,NA
T1,208,67,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,F15,2,11,87,1,2.11.1.1,3.27
T1,209,67,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,F15,2,11,87,1,2.11.1.2,2.747
T1,210,67,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,F15,2,11,87,1,2.11.1.3,3.28
T1,211,67,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,F15,2,11,87,1,2.11.1.4,8.319
T1,212,67,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,F15,2,11,87,1,2.11.1.5,1.571
T1,213,68,Davies,Rm3Davies,DaviesBulk,DAxDA,Davies,Davies,CentralxCentral,CentralxCentral,CentralPure,A7,2,11,87,2,2.11.2.1,1.976
T1,214,68,Davies,Rm3Davies,DaviesBulk,DAxDA,Davies,Davies,CentralxCentral,CentralxCentral,CentralPure,A7,2,11,87,2,2.11.2.2,2.263
T1,215,68,Davies,Rm3Davies,DaviesBulk,DAxDA,Davies,Davies,CentralxCentral,CentralxCentral,CentralPure,A7,2,11,87,2,2.11.2.3,1.769
T1,216,68,Davies,Rm3Davies,DaviesBulk,DAxDA,Davies,Davies,CentralxCentral,CentralxCentral,CentralPure,A7,2,11,87,2,2.11.2.4,3.498
T1,217,68,Davies,Rm3Davies,DaviesBulk,DAxDA,Davies,Davies,CentralxCentral,CentralxCentral,CentralPure,A7,2,11,87,2,2.11.2.5,4.407
T1,218,68,Davies,Rm3Davies,DaviesBulk,DAxDA,Davies,Davies,CentralxCentral,CentralxCentral,CentralPure,A7,2,11,87,2,2.11.2.6,3.201
T1,219,68,Davies,Rm3Davies,DaviesBulk,DAxDA,Davies,Davies,CentralxCentral,CentralxCentral,CentralPure,A7,2,11,87,2,2.11.2.7,2.964
T1,220,68,Davies,Rm3Davies,DaviesBulk,DAxDA,Davies,Davies,CentralxCentral,CentralxCentral,CentralPure,A7,2,11,87,2,2.11.2.8,4.634
T1,221,69,HF2,C31,Wood4xMartin14,WDxMA,Wood4,Martin14,NorthxNorth,NorthxNorth,NorthHybrid,C9,2,11,87,3,2.11.3.1,2.934
T1,222,69,HF2,C31,Wood4xMartin14,WDxMA,Wood4,Martin14,NorthxNorth,NorthxNorth,NorthHybrid,C9,2,11,87,3,2.11.3.2,4.565
T1,223,70,Davies,Rm3Davies,DaviesBulk,DAxDA,Davies,Davies,CentralxCentral,CentralxCentral,CentralPure,A9,2,12,53,1,2.12.1.1,4.555
T1,224,70,Davies,Rm3Davies,DaviesBulk,DAxDA,Davies,Davies,CentralxCentral,CentralxCentral,CentralPure,A9,2,12,53,1,2.12.1.2,3.972
T1,225,70,Davies,Rm3Davies,DaviesBulk,DAxDA,Davies,Davies,CentralxCentral,CentralxCentral,CentralPure,A9,2,12,53,1,2.12.1.3,3.962
T1,226,70,Davies,Rm3Davies,DaviesBulk,DAxDA,Davies,Davies,CentralxCentral,CentralxCentral,CentralPure,A9,2,12,53,1,2.12.1.4,5.167
T1,227,70,Davies,Rm3Davies,DaviesBulk,DAxDA,Davies,Davies,CentralxCentral,CentralxCentral,CentralPure,A9,2,12,53,1,2.12.1.5,4.229
T1,228,71,Palms,Rm3Palms,PalmsBulk,PIxPI,Palms,Palms,CentralxCentral,CentralxCentral,CentralPure,B11,2,12,53,2,2.12.2.1,3.646
T1,229,71,Palms,Rm3Palms,PalmsBulk,PIxPI,Palms,Palms,CentralxCentral,CentralxCentral,CentralPure,B11,2,12,53,2,2.12.2.2,5.167
T1,230,71,Palms,Rm3Palms,PalmsBulk,PIxPI,Palms,Palms,CentralxCentral,CentralxCentral,CentralPure,B11,2,12,53,2,2.12.2.3,2.203
T1,231,71,Palms,Rm3Palms,PalmsBulk,PIxPI,Palms,Palms,CentralxCentral,CentralxCentral,CentralPure,B11,2,12,53,2,2.12.2.4,3.527
T1,232,72,HF84,C63,Davies16xDavies18,DAxDA,Davies16,Davies18,CentralxCentral,CentralxCentral,CentralPure,I14,2,12,53,3,2.12.3.1,4.298
T1,233,72,HF84,C63,Davies16xDavies18,DAxDA,Davies16,Davies18,CentralxCentral,CentralxCentral,CentralPure,I14,2,12,53,3,2.12.3.2,2.519
T1,234,72,HF84,C63,Davies16xDavies18,DAxDA,Davies16,Davies18,CentralxCentral,CentralxCentral,CentralPure,I14,2,12,53,3,2.12.3.3,3.636
T1,235,73,Davies,Rm3Davies,DaviesBulk,DAxDA,Davies,Davies,CentralxCentral,CentralxCentral,CentralPure,A4,3,1,74,1,3.1.1.1,2.569
T1,236,73,Davies,Rm3Davies,DaviesBulk,DAxDA,Davies,Davies,CentralxCentral,CentralxCentral,CentralPure,A4,3,1,74,1,3.1.1.2,4.517
T1,237,73,Davies,Rm3Davies,DaviesBulk,DAxDA,Davies,Davies,CentralxCentral,CentralxCentral,CentralPure,A4,3,1,74,1,3.1.1.3,4.001
T1,238,73,Davies,Rm3Davies,DaviesBulk,DAxDA,Davies,Davies,CentralxCentral,CentralxCentral,CentralPure,A4,3,1,74,1,3.1.1.4,3.883
T1,239,73,Davies,Rm3Davies,DaviesBulk,DAxDA,Davies,Davies,CentralxCentral,CentralxCentral,CentralPure,A4,3,1,74,1,3.1.1.5,2.827
T1,240,73,Davies,Rm3Davies,DaviesBulk,DAxDA,Davies,Davies,CentralxCentral,CentralxCentral,CentralPure,A4,3,1,74,1,3.1.1.6,5.068
T1,241,73,Davies,Rm3Davies,DaviesBulk,DAxDA,Davies,Davies,CentralxCentral,CentralxCentral,CentralPure,A4,3,1,74,1,3.1.1.7,5.831
T1,242,74,Palms,Rm3Palms,PalmsBulk,PIxPI,Palms,Palms,CentralxCentral,CentralxCentral,CentralPure,D15,3,1,74,2,3.1.2.1,6.218
T1,243,74,Palms,Rm3Palms,PalmsBulk,PIxPI,Palms,Palms,CentralxCentral,CentralxCentral,CentralPure,D15,3,1,74,2,3.1.2.2,7.473
T1,244,74,Palms,Rm3Palms,PalmsBulk,PIxPI,Palms,Palms,CentralxCentral,CentralxCentral,CentralPure,D15,3,1,74,2,3.1.2.3,4.329
T1,245,75,HF44,C129,Davies14xMartin14,DAxMA,Davies14,Martin14,CentralxNorth,Hybrid,Hybrid,J15,3,1,74,3,3.1.3.1,11.016
T1,246,75,HF44,C129,Davies14xMartin14,DAxMA,Davies14,Martin14,CentralxNorth,Hybrid,Hybrid,J15,3,1,74,3,3.1.3.2,5.913
T1,247,76,HF84,C63,Davies16xDavies18,DAxDA,Davies16,Davies18,CentralxCentral,CentralxCentral,CentralPure,K1,3,2,97,1,3.2.1.1,2.698
T1,248,76,HF84,C63,Davies16xDavies18,DAxDA,Davies16,Davies18,CentralxCentral,CentralxCentral,CentralPure,K1,3,2,97,1,3.2.1.2,3.789
T1,249,76,HF84,C63,Davies16xDavies18,DAxDA,Davies16,Davies18,CentralxCentral,CentralxCentral,CentralPure,K1,3,2,97,1,3.2.1.3,5.127
T1,250,76,HF84,C63,Davies16xDavies18,DAxDA,Davies16,Davies18,CentralxCentral,CentralxCentral,CentralPure,K1,3,2,97,1,3.2.1.4,4.364
T1,251,77,Palms,Rm3Palms,PalmsBulk,PIxPI,Palms,Palms,CentralxCentral,CentralxCentral,CentralPure,C15,3,2,97,2,3.2.2.1,2.487
T1,252,77,Palms,Rm3Palms,PalmsBulk,PIxPI,Palms,Palms,CentralxCentral,CentralxCentral,CentralPure,C15,3,2,97,2,3.2.2.2,3.367
T1,253,77,Palms,Rm3Palms,PalmsBulk,PIxPI,Palms,Palms,CentralxCentral,CentralxCentral,CentralPure,C15,3,2,97,2,3.2.2.3,8.576
T1,254,78,Davies,Rm3Davies,DaviesBulk,DAxDA,Davies,Davies,CentralxCentral,CentralxCentral,CentralPure,A5,3,2,97,3,3.2.3.1,3.414
T1,255,78,Davies,Rm3Davies,DaviesBulk,DAxDA,Davies,Davies,CentralxCentral,CentralxCentral,CentralPure,A5,3,2,97,3,3.2.3.2,2.511
T1,256,78,Davies,Rm3Davies,DaviesBulk,DAxDA,Davies,Davies,CentralxCentral,CentralxCentral,CentralPure,A5,3,2,97,3,3.2.3.3,2.898
T1,257,78,Davies,Rm3Davies,DaviesBulk,DAxDA,Davies,Davies,CentralxCentral,CentralxCentral,CentralPure,A5,3,2,97,3,3.2.3.4,1.701
T1,258,78,Davies,Rm3Davies,DaviesBulk,DAxDA,Davies,Davies,CentralxCentral,CentralxCentral,CentralPure,A5,3,2,97,3,3.2.3.5,4.611
T1,259,79,HF72,C85,Martin11xDavies9,MAxDA,Martin11,Davies9,NorthxCentral,Hybrid,Hybrid,B14,3,3,90,1,3.3.1.1,4.587
T1,260,79,HF72,C85,Martin11xDavies9,MAxDA,Martin11,Davies9,NorthxCentral,Hybrid,Hybrid,B14,3,3,90,1,3.3.2.1,9.514
T1,261,80,Davies,Rm3Davies,DaviesBulk,DAxDA,Davies,Davies,CentralxCentral,CentralxCentral,CentralPure,A8,3,3,90,2,3.3.2.1,5.408
T1,262,81,Palms,Rm3Palms,PalmsBulk,PIxPI,Palms,Palms,CentralxCentral,CentralxCentral,CentralPure,A4,3,3,90,3,3.3.3.1,3.825
T1,263,81,Palms,Rm3Palms,PalmsBulk,PIxPI,Palms,Palms,CentralxCentral,CentralxCentral,CentralPure,A4,3,3,90,3,3.3.3.2,4.787
T1,264,81,Palms,Rm3Palms,PalmsBulk,PIxPI,Palms,Palms,CentralxCentral,CentralxCentral,CentralPure,A4,3,3,90,3,3.3.3.3,8.552
T1,265,81,Palms,Rm3Palms,PalmsBulk,PIxPI,Palms,Palms,CentralxCentral,CentralxCentral,CentralPure,A4,3,3,90,3,3.3.3.4,6.241
T1,266,82,HF16,C87,Martin11xMartin13,MAxMA,Martin11,Martin13,NorthxNorth,NorthxNorth,NorthPure,K8,3,4,67,1,3.4.1,NA
T1,267,83,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,A3,3,4,67,2,3.4.2.1,3.414
T1,268,83,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,A3,3,4,67,2,3.4.2.2,2.616
T1,269,83,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,A3,3,4,67,2,3.4.2.3,3.214
T1,270,83,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,A3,3,4,67,2,3.4.2.4,2.886
T1,271,83,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,A3,3,4,67,2,3.4.2.5,2.17
T1,272,83,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,A3,3,4,67,2,3.4.2.6,5.009
T1,273,83,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,A3,3,4,67,2,3.4.2.7,2.945
T1,274,83,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,A3,3,4,67,2,3.4.2.8,3.848
T1,275,83,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,A3,3,4,67,2,3.4.2.9,3.66
T1,276,83,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,A3,3,4,67,2,3.4.2.10,3.332
T1,277,83,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,A3,3,4,67,2,3.4.2.11,3.895
T1,278,83,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,A3,3,4,67,2,3.4.2.12,5.631
T1,279,84,HF2,C31,Wood4xMartin14,WDxMA,Wood4,Martin14,NorthxNorth,NorthxNorth,NorthHybrid,A3,3,4,67,3,3.4.3.1,3.285
T1,280,84,HF2,C31,Wood4xMartin14,WDxMA,Wood4,Martin14,NorthxNorth,NorthxNorth,NorthHybrid,A3,3,4,67,3,3.4.3.2,3.473
T1,281,84,HF2,C31,Wood4xMartin14,WDxMA,Wood4,Martin14,NorthxNorth,NorthxNorth,NorthHybrid,A3,3,4,67,3,3.4.3.3,3.109
T1,282,85,HF2,C31,Wood4xMartin14,WDxMA,Wood4,Martin14,NorthxNorth,NorthxNorth,NorthHybrid,E8,3,5,66,1,3.5.1,NA
T1,283,86,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,A4,3,5,66,2,3.5.2.1,0.939
T1,284,86,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,A4,3,5,66,2,3.5.2.2,2.64
T1,285,86,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,A4,3,5,66,2,3.5.2.3,3.308
T1,286,86,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,A4,3,5,66,2,3.5.2.4,3.05
T1,287,86,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,A4,3,5,66,2,3.5.2.5,1.76
T1,288,86,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,A4,3,5,66,2,3.5.2.6,2.745
T1,289,86,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,A4,3,5,66,2,3.5.2.7,1.173
T1,290,86,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,A4,3,5,66,2,3.5.2.8,1.279
T1,291,87,HF72,C85,Martin11xDavies9,MAxDA,Martin11,Davies9,NorthxCentral,Hybrid,Hybrid,A12,3,5,66,3,3.5.3.1,3.52
T1,292,87,HF72,C85,Martin11xDavies9,MAxDA,Martin11,Davies9,NorthxCentral,Hybrid,Hybrid,A12,3,5,66,3,3.5.3.2,5.209
T1,293,87,HF72,C85,Martin11xDavies9,MAxDA,Martin11,Davies9,NorthxCentral,Hybrid,Hybrid,A12,3,5,66,3,3.5.3.3,3.672
T1,294,87,HF72,C85,Martin11xDavies9,MAxDA,Martin11,Davies9,NorthxCentral,Hybrid,Hybrid,A12,3,5,66,3,3.5.3.4,2.194
T1,295,87,HF72,C85,Martin11xDavies9,MAxDA,Martin11,Davies9,NorthxCentral,Hybrid,Hybrid,A12,3,5,66,3,3.5.3.5,2.006
T1,296,88,HF84,C63,Davies16xDavies18,DAxDA,Davies16,Davies18,CentralxCentral,CentralxCentral,CentralPure,K14,3,6,86,1,3.6.1.1,3.402
T1,297,88,HF84,C63,Davies16xDavies18,DAxDA,Davies16,Davies18,CentralxCentral,CentralxCentral,CentralPure,K14,3,6,86,1,3.6.1.2,3.062
T1,298,88,HF84,C63,Davies16xDavies18,DAxDA,Davies16,Davies18,CentralxCentral,CentralxCentral,CentralPure,K14,3,6,86,1,3.6.1.3,4.493
T1,299,89,HF2,C31,Wood4xMartin14,WDxMA,Wood4,Martin14,NorthxNorth,NorthxNorth,NorthHybrid,C11,3,6,86,2,3.6.2.1,5.596
T1,300,89,HF2,C31,Wood4xMartin14,WDxMA,Wood4,Martin14,NorthxNorth,NorthxNorth,NorthHybrid,C11,3,6,86,2,3.6.2.2,4.927
T1,301,89,HF2,C31,Wood4xMartin14,WDxMA,Wood4,Martin14,NorthxNorth,NorthxNorth,NorthHybrid,C11,3,6,86,2,3.6.2.3,3.907
T1,302,89,HF2,C31,Wood4xMartin14,WDxMA,Wood4,Martin14,NorthxNorth,NorthxNorth,NorthHybrid,C11,3,6,86,2,3.6.2.4,2.921
T1,303,90,HF80,C86,Martin11xDavies15,MAxDA,Martin11,Davies15,NorthxCentral,Hybrid,Hybrid,D13,3,6,86,3,3.6.3.1,3.449
T1,304,90,HF80,C86,Martin11xDavies15,MAxDA,Martin11,Davies15,NorthxCentral,Hybrid,Hybrid,D13,3,6,86,3,3.6.3.2,2.464
T1,305,90,HF80,C86,Martin11xDavies15,MAxDA,Martin11,Davies15,NorthxCentral,Hybrid,Hybrid,D13,3,6,86,3,3.6.3.3,3.332
T1,306,90,HF80,C86,Martin11xDavies15,MAxDA,Martin11,Davies15,NorthxCentral,Hybrid,Hybrid,D13,3,6,86,3,3.6.3.4,3.778
T1,307,90,HF80,C86,Martin11xDavies15,MAxDA,Martin11,Davies15,NorthxCentral,Hybrid,Hybrid,D13,3,6,86,3,3.6.3.5,4.822
T1,308,90,HF80,C86,Martin11xDavies15,MAxDA,Martin11,Davies15,NorthxCentral,Hybrid,Hybrid,D13,3,6,86,3,3.6.3.6,3.895
T1,309,90,HF80,C86,Martin11xDavies15,MAxDA,Martin11,Davies15,NorthxCentral,Hybrid,Hybrid,D13,3,6,86,3,3.6.3.7,4.646
T1,310,91,HF2,C31,Wood4xMartin14,WDxMA,Wood4,Martin14,NorthxNorth,NorthxNorth,NorthHybrid,G10,3,7,247,1,3.7.1.1,4.658
T1,311,91,HF2,C31,Wood4xMartin14,WDxMA,Wood4,Martin14,NorthxNorth,NorthxNorth,NorthHybrid,G10,3,7,247,1,3.7.1.2,2.71
T1,312,91,HF2,C31,Wood4xMartin14,WDxMA,Wood4,Martin14,NorthxNorth,NorthxNorth,NorthHybrid,G10,3,7,247,1,3.7.1.3,3.168
T1,313,91,HF2,C31,Wood4xMartin14,WDxMA,Wood4,Martin14,NorthxNorth,NorthxNorth,NorthHybrid,G10,3,7,247,1,3.7.1.4,4.916
T1,314,91,HF2,C31,Wood4xMartin14,WDxMA,Wood4,Martin14,NorthxNorth,NorthxNorth,NorthHybrid,G10,3,7,247,1,3.7.1.5,2.898
T1,315,92,HF2,C31,Wood4xMartin14,WDxMA,Wood4,Martin14,NorthxNorth,NorthxNorth,NorthHybrid,B12,3,7,247,2,3.7.2.1,4.47
T1,316,92,HF2,C31,Wood4xMartin14,WDxMA,Wood4,Martin14,NorthxNorth,NorthxNorth,NorthHybrid,B12,3,7,247,2,3.7.2.2,9.303
T1,317,93,HF44,C129,Davies14xMartin14,DAxMA,Davies14,Martin14,CentralxNorth,Hybrid,Hybrid,J6,3,7,247,3,3.7.3.1,6.98
