Timepoint,No,No2,Family,Cone,Cross,popcross,Mom,Dad,RegionCross2,RegionCross,Breed,StartPos,Rack,DevicePos,DeviceNo,PlugPosition,IndID,Area
T0,1278,341,Palms,Rm3Palms,PalmsBulk,PIxPI,Palms,Palms,CentralxCentral,CentralxCentral,CentralPure,D14,10,6,4,2,10.6.2.2,0.835
T0,1279,341,Palms,Rm3Palms,PalmsBulk,PIxPI,Palms,Palms,CentralxCentral,CentralxCentral,CentralPure,D14,10,6,4,2,10.6.2.3,0.61
T0,1280,341,Palms,Rm3Palms,PalmsBulk,PIxPI,Palms,Palms,CentralxCentral,CentralxCentral,CentralPure,D14,10,6,4,2,10.6.2.4,1.246
T0,1281,342,HF16,C87,Martin11xMartin13,MAxMA,Martin11,Martin13,NorthxNorth,NorthxNorth,NorthPure,J3,10,6,4,3,10.6.3.1,NA
T0,1282,342,HF16,C87,Martin11xMartin13,MAxMA,Martin11,Martin13,NorthxNorth,NorthxNorth,NorthPure,J3,10,6,4,3,10.6.3.2,0.722
T0,1283,342,HF16,C87,Martin11xMartin13,MAxMA,Martin11,Martin13,NorthxNorth,NorthxNorth,NorthPure,J3,10,6,4,3,10.6.3.3,NA
T0,1284,342,HF16,C87,Martin11xMartin13,MAxMA,Martin11,Martin13,NorthxNorth,NorthxNorth,NorthPure,J3,10,6,4,3,10.6.3.4,0.807
T0,1285,343,HF62,C4,Davies17xArlington6,DAxAR,Davies17,Arlington6,CentralxCentral,CentralxCentral,CentralHybrid,C2,10,7,187,1,10.7.1,NA
T0,1286,344,HF80,C86,Martin11xDavies15,MAxDA,Martin11,Davies15,NorthxCentral,Hybrid,Hybrid,C3,10,7,187,2,10.7.2.1,2.078
T0,1287,345,Davies,Rm3Davies,DaviesBulk,DAxDA,Davies,Davies,CentralxCentral,CentralxCentral,CentralPure,C8,10,7,187,3,10.7.3.1,2.131
T0,1288,346,Palms,Rm3Palms,PalmsBulk,PIxPI,Palms,Palms,CentralxCentral,CentralxCentral,CentralPure,D5,10,8,181,1,10.8.1.1,1.059
T0,1289,346,Palms,Rm3Palms,PalmsBulk,PIxPI,Palms,Palms,CentralxCentral,CentralxCentral,CentralPure,D5,10,8,181,1,10.8.1.2,1.009
T0,1290,346,Palms,Rm3Palms,PalmsBulk,PIxPI,Palms,Palms,CentralxCentral,CentralxCentral,CentralPure,D5,10,8,181,1,10.8.1.3,0.897
T0,1291,346,Palms,Rm3Palms,PalmsBulk,PIxPI,Palms,Palms,CentralxCentral,CentralxCentral,CentralPure,D5,10,8,181,1,10.8.1.4,0.797
T0,1292,346,Palms,Rm3Palms,PalmsBulk,PIxPI,Palms,Palms,CentralxCentral,CentralxCentral,CentralPure,D5,10,8,181,1,10.8.1.5,0.76
T0,1293,346,Palms,Rm3Palms,PalmsBulk,PIxPI,Palms,Palms,CentralxCentral,CentralxCentral,CentralPure,D5,10,8,181,1,10.8.1.6,NA
T0,1294,346,Palms,Rm3Palms,PalmsBulk,PIxPI,Palms,Palms,CentralxCentral,CentralxCentral,CentralPure,D5,10,8,181,1,10.8.1.7,NA
T0,1295,346,Palms,Rm3Palms,PalmsBulk,PIxPI,Palms,Palms,CentralxCentral,CentralxCentral,CentralPure,D5,10,8,181,1,10.8.1.8,NA
T0,1296,347,NA,NA,NA,NA,NA,NA,NA,NA,NA,B3,10,8,181,2,10.8.2,NA
T0,1297,348,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,G9,10,8,181,3,10.8.3.1,1.457
T0,1298,348,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,G9,10,8,181,3,10.8.3.2,1.27
T0,1299,348,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,G9,10,8,181,3,10.8.3.3,0.934
T0,1300,349,Davies,Rm3Davies,DaviesBulk,DAxDA,Davies,Davies,CentralxCentral,CentralxCentral,CentralPure,C11,10,9,169,1,10.9.1,NA
T0,1301,350,HF80,C86,Martin11xDavies15,MAxDA,Martin11,Davies15,NorthxCentral,Hybrid,Hybrid,D4,10,9,169,2,10.9.2.1,0.994
T0,1302,350,HF80,C86,Martin11xDavies15,MAxDA,Martin11,Davies15,NorthxCentral,Hybrid,Hybrid,D4,10,9,169,2,10.9.2.2,0.99
T0,1303,351,HF2,C31,Wood4xMartin14,WDxMA,Wood4,Martin14,NorthxNorth,NorthxNorth,NorthHybrid,E3,10,9,169,3,10.9.3.1,1.868
T0,1304,352,Davies,Rm3Davies,DaviesBulk,DAxDA,Davies,Davies,CentralxCentral,CentralxCentral,CentralPure,C12,10,10,8,1,10.10.1.1,1.449
T0,1305,352,Davies,Rm3Davies,DaviesBulk,DAxDA,Davies,Davies,CentralxCentral,CentralxCentral,CentralPure,C12,10,10,8,1,10.10.1.2,1.717
T0,1306,352,Davies,Rm3Davies,DaviesBulk,DAxDA,Davies,Davies,CentralxCentral,CentralxCentral,CentralPure,C12,10,10,8,1,10.10.1.3,1.802
T0,1307,352,Davies,Rm3Davies,DaviesBulk,DAxDA,Davies,Davies,CentralxCentral,CentralxCentral,CentralPure,C12,10,10,8,1,10.10.1.4,1.802
T0,1308,352,Davies,Rm3Davies,DaviesBulk,DAxDA,Davies,Davies,CentralxCentral,CentralxCentral,CentralPure,C12,10,10,8,1,10.10.1.5,2.338
T0,1309,353,HF80,C86,Martin11xDavies15,MAxDA,Martin11,Davies15,NorthxCentral,Hybrid,Hybrid,C4,10,10,8,2,10.10.2.1,0.787
T0,1310,354,Palms,Rm3Palms,PalmsBulk,PIxPI,Palms,Palms,CentralxCentral,CentralxCentral,CentralPure,D6,10,10,8,3,10.10.3.1,4.659
T0,1311,354,Palms,Rm3Palms,PalmsBulk,PIxPI,Palms,Palms,CentralxCentral,CentralxCentral,CentralPure,D6,10,10,8,3,10.10.3.2,1.532
T0,1312,354,Palms,Rm3Palms,PalmsBulk,PIxPI,Palms,Palms,CentralxCentral,CentralxCentral,CentralPure,D6,10,10,8,3,10.10.3.3,1.52
T0,1313,354,Palms,Rm3Palms,PalmsBulk,PIxPI,Palms,Palms,CentralxCentral,CentralxCentral,CentralPure,D6,10,10,8,3,10.10.3.4,1.308
T0,1314,354,Palms,Rm3Palms,PalmsBulk,PIxPI,Palms,Palms,CentralxCentral,CentralxCentral,CentralPure,D6,10,10,8,3,10.10.3.5,1.395
T0,1315,355,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,E1,10,11,198,1,10.11.1.1,1.93
T0,1316,355,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,E1,10,11,198,1,10.11.1.2,NA
T0,1317,355,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,E1,10,11,198,1,10.11.1.3,3.375
T0,1318,355,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,E1,10,11,198,1,10.11.1.4,1.469
T0,1319,355,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,E1,10,11,198,1,10.11.1.5,1.121
T0,1320,355,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,E1,10,11,198,1,10.11.1.6,1.108
T0,1321,355,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,E1,10,11,198,1,10.11.1.7,NA
T0,1322,355,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,E1,10,11,198,1,10.11.1.8,2.279
T0,1323,355,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,E1,10,11,198,1,10.11.1.9,1.992
T0,1324,355,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,E1,10,11,198,1,10.11.1.10,1.37
T0,1325,355,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,E1,10,11,198,1,10.11.1.11,1.718
T0,1326,356,Davies,Rm3Davies,DaviesBulk,DAxDA,Davies,Davies,CentralxCentral,CentralxCentral,CentralPure,H1,10,11,198,2,10.11.2,NA
T0,1327,357,Palms,Rm3Palms,PalmsBulk,PIxPI,Palms,Palms,CentralxCentral,CentralxCentral,CentralPure,D7,10,11,198,3,10.11.3.1,NA
T0,1328,357,Palms,Rm3Palms,PalmsBulk,PIxPI,Palms,Palms,CentralxCentral,CentralxCentral,CentralPure,D7,10,11,198,3,10.11.3.2,1.333
T0,1329,357,Palms,Rm3Palms,PalmsBulk,PIxPI,Palms,Palms,CentralxCentral,CentralxCentral,CentralPure,D7,10,11,198,3,10.11.3.3,1.408
T0,1330,358,HF62,C4,Davies17xArlington6,DAxAR,Davies17,Arlington6,CentralxCentral,CentralxCentral,CentralHybrid,D1,10,12,176,1,10.12.1,NA
T0,1331,359,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,C3,10,12,176,2,10.12.2.1,1.133
T0,1332,359,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,C3,10,12,176,2,10.12.2.2,1.594
T0,1333,359,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,C3,10,12,176,2,10.12.2.3,0.971
T0,1334,359,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,C3,10,12,176,2,10.12.2.4,1.382
T0,1335,359,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,C3,10,12,176,2,10.12.2.5,1.532
T0,1336,359,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,C3,10,12,176,2,10.12.2.6,1.208
T0,1337,359,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,C3,10,12,176,2,10.12.2.7,1.519
T0,1338,359,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,C3,10,12,176,2,10.12.2.8,2.366
T0,1339,359,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,C3,10,12,176,2,10.12.2.9,1.283
T0,1340,359,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,C3,10,12,176,2,10.12.2.10,2.652
T0,1341,359,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,C3,10,12,176,2,10.12.2.11,10.099
T0,1342,360,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,12,176,3,10.12.3,NA
T0,1343,361,HF72,C85,Martin11xDavies9,MAxDA,Martin11,Davies9,NorthxCentral,Hybrid,Hybrid,B4,11,1,161,1,11.1.1.1,NA
T0,1344,361,HF72,C85,Martin11xDavies9,MAxDA,Martin11,Davies9,NorthxCentral,Hybrid,Hybrid,B4,11,1,161,1,11.1.1.2,1.058
T0,1345,362,Palms,Rm3Palms,PalmsBulk,PIxPI,Palms,Palms,CentralxCentral,CentralxCentral,CentralPure,D13,11,1,161,2,11.1.2,NA
T0,1346,363,HF2,C31,Wood4xMartin14,WDxMA,Wood4,Martin14,NorthxNorth,NorthxNorth,NorthHybrid,D2,11,1,161,3,11.1.3,NA
T0,1347,364,HF84,C63,Davies16xDavies18,DAxDA,Davies16,Davies18,CentralxCentral,CentralxCentral,CentralPure,K3,11,2,179,1,11.2.1,NA
T0,1348,365,Davies,Rm3Davies,DaviesBulk,DAxDA,Davies,Davies,CentralxCentral,CentralxCentral,CentralPure,H2,11,2,179,2,11.2.2.1,1.9
T0,1349,365,Davies,Rm3Davies,DaviesBulk,DAxDA,Davies,Davies,CentralxCentral,CentralxCentral,CentralPure,H2,11,2,179,2,11.2.2.2,0.901
T0,1350,365,Davies,Rm3Davies,DaviesBulk,DAxDA,Davies,Davies,CentralxCentral,CentralxCentral,CentralPure,H2,11,2,179,2,11.2.2.3,1.437
T0,1351,365,Davies,Rm3Davies,DaviesBulk,DAxDA,Davies,Davies,CentralxCentral,CentralxCentral,CentralPure,H2,11,2,179,2,11.2.2.4,3.982
T0,1352,365,Davies,Rm3Davies,DaviesBulk,DAxDA,Davies,Davies,CentralxCentral,CentralxCentral,CentralPure,H2,11,2,179,2,11.2.2.5,1.449
T0,1353,365,Davies,Rm3Davies,DaviesBulk,DAxDA,Davies,Davies,CentralxCentral,CentralxCentral,CentralPure,H2,11,2,179,2,11.2.2.6,NA
T0,1354,366,Davies,Rm3Davies,DaviesBulk,DAxDA,Davies,Davies,CentralxCentral,CentralxCentral,CentralPure,H3,11,2,179,3,11.2.3.1,3.008
T0,1355,366,Davies,Rm3Davies,DaviesBulk,DAxDA,Davies,Davies,CentralxCentral,CentralxCentral,CentralPure,H3,11,2,179,3,11.2.3.2,0.962
T0,1356,366,Davies,Rm3Davies,DaviesBulk,DAxDA,Davies,Davies,CentralxCentral,CentralxCentral,CentralPure,H3,11,2,179,3,11.2.3.3,1.035
T0,1357,366,Davies,Rm3Davies,DaviesBulk,DAxDA,Davies,Davies,CentralxCentral,CentralxCentral,CentralPure,H3,11,2,179,3,11.2.3.4,1.753
T0,1358,366,Davies,Rm3Davies,DaviesBulk,DAxDA,Davies,Davies,CentralxCentral,CentralxCentral,CentralPure,H3,11,2,179,3,11.2.3.5,1.315
T0,1359,366,Davies,Rm3Davies,DaviesBulk,DAxDA,Davies,Davies,CentralxCentral,CentralxCentral,CentralPure,H3,11,2,179,3,11.2.3.6,1.084
T0,1360,366,Davies,Rm3Davies,DaviesBulk,DAxDA,Davies,Davies,CentralxCentral,CentralxCentral,CentralPure,H3,11,2,179,3,11.2.3.7,1.778
T0,1361,366,Davies,Rm3Davies,DaviesBulk,DAxDA,Davies,Davies,CentralxCentral,CentralxCentral,CentralPure,H3,11,2,179,3,11.2.3.8,2.326
T0,1362,366,Davies,Rm3Davies,DaviesBulk,DAxDA,Davies,Davies,CentralxCentral,CentralxCentral,CentralPure,H3,11,2,179,3,11.2.3.9,1.132
T0,1363,366,Davies,Rm3Davies,DaviesBulk,DAxDA,Davies,Davies,CentralxCentral,CentralxCentral,CentralPure,H3,11,2,179,3,11.2.3.10,1.668
T0,1364,366,Davies,Rm3Davies,DaviesBulk,DAxDA,Davies,Davies,CentralxCentral,CentralxCentral,CentralPure,H3,11,2,179,3,11.2.3.11,NA
T0,1365,366,Davies,Rm3Davies,DaviesBulk,DAxDA,Davies,Davies,CentralxCentral,CentralxCentral,CentralPure,H3,11,2,179,3,11.2.3.12,0.913
T0,1366,367,HF2,C31,Wood4xMartin14,WDxMA,Wood4,Martin14,NorthxNorth,NorthxNorth,NorthHybrid,B13,11,3,263,1,11.3.1.1,NA
T0,1367,367,HF2,C31,Wood4xMartin14,WDxMA,Wood4,Martin14,NorthxNorth,NorthxNorth,NorthHybrid,B13,11,3,263,1,11.3.1.2,1.071
T0,1368,367,HF2,C31,Wood4xMartin14,WDxMA,Wood4,Martin14,NorthxNorth,NorthxNorth,NorthHybrid,B13,11,3,263,1,11.3.1.3,2.391
T0,1369,368,HF2,C31,Wood4xMartin14,WDxMA,Wood4,Martin14,NorthxNorth,NorthxNorth,NorthHybrid,E12,11,3,263,2,11.3.2,NA
T0,1370,369,HF44,C129,Davies14xMartin14,DAxMA,Davies14,Martin14,CentralxNorth,Hybrid,Hybrid,K7,11,3,263,3,11.3.3.1,NA
T0,1371,369,HF44,C129,Davies14xMartin14,DAxMA,Davies14,Martin14,CentralxNorth,Hybrid,Hybrid,K7,11,3,263,3,11.3.3.2,NA
T0,1372,369,HF44,C129,Davies14xMartin14,DAxMA,Davies14,Martin14,CentralxNorth,Hybrid,Hybrid,K7,11,3,263,3,11.3.3.3,NA
T0,1373,370,HF72,C85,Martin11xDavies9,MAxDA,Martin11,Davies9,NorthxCentral,Hybrid,Hybrid,D1,11,4,190,1,11.4.1.1,0.548
T0,1374,371,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,D1,11,4,190,2,11.4.2,NA
T0,1375,372,HF84,C63,Davies16xDavies18,DAxDA,Davies16,Davies18,CentralxCentral,CentralxCentral,CentralPure,J3,11,4,190,3,11.4.3.1,NA
T0,1376,373,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,C5,11,5,194,1,11.5.1.1,0.909
T0,1377,373,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,C5,11,5,194,1,11.5.1.2,1.818
T0,1378,373,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,C5,11,5,194,1,11.5.1.3,1.918
T0,1379,373,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,C5,11,5,194,1,11.5.1.4,1.32
T0,1380,373,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,C5,11,5,194,1,11.5.1.5,2.876
T0,1381,373,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,C5,11,5,194,1,11.5.1.6,1.407
T0,1382,374,Palms,Rm3Palms,PalmsBulk,PIxPI,Palms,Palms,CentralxCentral,CentralxCentral,CentralPure,D8,11,5,194,2,11.5.2.1,1.52
T0,1383,374,Palms,Rm3Palms,PalmsBulk,PIxPI,Palms,Palms,CentralxCentral,CentralxCentral,CentralPure,D8,11,5,194,2,11.5.2.2,1.532
T0,1384,375,HF62,C4,Davies17xArlington6,DAxAR,Davies17,Arlington6,CentralxCentral,CentralxCentral,CentralHybrid,C3,11,5,194,3,11.5.3.1,1.121
T0,1385,376,HF44,C129,Davies14xMartin14,DAxMA,Davies14,Martin14,CentralxNorth,Hybrid,Hybrid,G4,11,6,189,1,11.6.1,NA
T0,1386,377,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,C6,11,6,189,2,11.6.2.1,2.042
T0,1387,377,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,C6,11,6,189,2,11.6.2.2,1.557
T0,1388,377,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,C6,11,6,189,2,11.6.2.3,2.266
T0,1389,378,Palms,Rm3Palms,PalmsBulk,PIxPI,Palms,Palms,CentralxCentral,CentralxCentral,CentralPure,D9,11,6,189,3,11.6.3.1,1.358
T0,1390,379,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,C7,11,7,178,1,11.7.1.1,1.22
T0,1391,379,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,C7,11,7,178,1,11.7.1.2,1.407
T0,1392,379,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,C7,11,7,178,1,11.7.1.3,2.291
T0,1393,379,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,C7,11,7,178,1,11.7.1.4,1.469
T0,1394,379,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,C7,11,7,178,1,11.7.1.5,1.544
T0,1395,379,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,C7,11,7,178,1,11.7.1.6,2.453
T0,1396,379,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,C7,11,7,178,1,11.7.1.7,1.295
T0,1397,379,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,C7,11,7,178,1,11.7.1.8,1.693
T0,1398,379,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,C7,11,7,178,1,11.7.1.9,1.457
T0,1399,379,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,C7,11,7,178,1,11.7.1.10,1.731
T0,1400,379,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,C7,11,7,178,1,11.7.1.11,1.793
T0,1401,379,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,C7,11,7,178,1,11.7.1.12,1.469
T0,1402,379,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,C7,11,7,178,1,11.7.1.13,1.669
T0,1403,379,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,C7,11,7,178,1,11.7.1.14,1.382
T0,1404,379,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,C7,11,7,178,1,11.7.1.15,0.784
T0,1405,379,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,C7,11,7,178,1,11.7.1.16,NA
T0,1406,380,HF62,C4,Davies17xArlington6,DAxAR,Davies17,Arlington6,CentralxCentral,CentralxCentral,CentralHybrid,D2,11,7,178,2,11.7.2.1,1.756
T0,1407,381,HF80,C86,Martin11xDavies15,MAxDA,Martin11,Davies15,NorthxCentral,Hybrid,Hybrid,A6,11,7,178,3,11.7.3,NA
T0,1408,382,HF72,C85,Martin11xDavies9,MAxDA,Martin11,Davies9,NorthxCentral,Hybrid,Hybrid,D2,11,8,155,1,11.8.1,NA
T0,1409,383,Davies,Rm3Davies,DaviesBulk,DAxDA,Davies,Davies,CentralxCentral,CentralxCentral,CentralPure,H8,11,8,155,2,11.8.2.1,2.788
T0,1410,383,Davies,Rm3Davies,DaviesBulk,DAxDA,Davies,Davies,CentralxCentral,CentralxCentral,CentralPure,H8,11,8,155,2,11.8.2.2,1.827
T0,1411,384,HF84,C63,Davies16xDavies18,DAxDA,Davies16,Davies18,CentralxCentral,CentralxCentral,CentralPure,K4,11,8,155,3,11.8.3,NA
T0,1412,385,HF2,C31,Wood4xMartin14,WDxMA,Wood4,Martin14,NorthxNorth,NorthxNorth,NorthHybrid,D13,11,9,150,1,11.9.1.1,NA
T0,1413,385,HF2,C31,Wood4xMartin14,WDxMA,Wood4,Martin14,NorthxNorth,NorthxNorth,NorthHybrid,D13,11,9,150,1,11.9.1.2,1.656
T0,1414,385,HF2,C31,Wood4xMartin14,WDxMA,Wood4,Martin14,NorthxNorth,NorthxNorth,NorthHybrid,D13,11,9,150,1,11.9.1.3,NA
T0,1415,385,HF2,C31,Wood4xMartin14,WDxMA,Wood4,Martin14,NorthxNorth,NorthxNorth,NorthHybrid,D13,11,9,150,1,11.9.1.4,1.905
T0,1416,385,HF2,C31,Wood4xMartin14,WDxMA,Wood4,Martin14,NorthxNorth,NorthxNorth,NorthHybrid,D13,11,9,150,1,11.9.1.5,NA
T0,1417,385,HF2,C31,Wood4xMartin14,WDxMA,Wood4,Martin14,NorthxNorth,NorthxNorth,NorthHybrid,D13,11,9,150,1,11.9.1.6,1.669
T0,1418,386,HF16,C87,Martin11xMartin13,MAxMA,Martin11,Martin13,NorthxNorth,NorthxNorth,NorthPure,H4,11,9,150,2,11.9.2.1,0.868
T0,1419,386,HF16,C87,Martin11xMartin13,MAxMA,Martin11,Martin13,NorthxNorth,NorthxNorth,NorthPure,H4,11,9,150,2,11.9.2.2,NA
T0,1420,387,Davies,Rm3Davies,DaviesBulk,DAxDA,Davies,Davies,CentralxCentral,CentralxCentral,CentralPure,D3,11,9,150,3,11.9.3.1,1.766
T0,1421,387,Davies,Rm3Davies,DaviesBulk,DAxDA,Davies,Davies,CentralxCentral,CentralxCentral,CentralPure,D3,11,9,150,3,11.9.3.2,1.522
T0,1422,388,HF2,C31,Wood4xMartin14,WDxMA,Wood4,Martin14,NorthxNorth,NorthxNorth,NorthHybrid,F4,11,10,159,1,11.10.1,NA
T0,1423,389,HF2,C31,Wood4xMartin14,WDxMA,Wood4,Martin14,NorthxNorth,NorthxNorth,NorthHybrid,H9,11,10,159,2,11.10.2.1,1.507
T0,1424,389,HF2,C31,Wood4xMartin14,WDxMA,Wood4,Martin14,NorthxNorth,NorthxNorth,NorthHybrid,H9,11,10,159,2,11.10.2.2,1.258
T0,1425,389,HF2,C31,Wood4xMartin14,WDxMA,Wood4,Martin14,NorthxNorth,NorthxNorth,NorthHybrid,H9,11,10,159,2,11.10.2.3,1.445
T0,1426,389,HF2,C31,Wood4xMartin14,WDxMA,Wood4,Martin14,NorthxNorth,NorthxNorth,NorthHybrid,H9,11,10,159,2,11.10.2.4,NA
T0,1427,390,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,C11,11,10,159,3,11.10.3.1,1.158
T0,1428,390,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,C11,11,10,159,3,11.10.3.2,1.395
T0,1429,390,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,C11,11,10,159,3,11.10.3.3,0.797
T0,1430,390,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,C11,11,10,159,3,11.10.3.4,NA
T0,1431,390,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,C11,11,10,159,3,11.10.3.5,2.092
T0,1432,390,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,C11,11,10,159,3,11.10.3.6,2.615
T0,1433,391,HF2,C31,Wood4xMartin14,WDxMA,Wood4,Martin14,NorthxNorth,NorthxNorth,NorthHybrid,H10,11,11,156,1,11.11.1,NA
T0,1434,392,HF80,C86,Martin11xDavies15,MAxDA,Martin11,Davies15,NorthxCentral,Hybrid,Hybrid,D4,11,11,156,2,11.11.2,NA
T0,1435,393,HF44,C129,Davies14xMartin14,DAxMA,Davies14,Martin14,CentralxNorth,Hybrid,Hybrid,G5,11,11,156,3,11.11.3.1,NA
T0,1436,393,HF44,C129,Davies14xMartin14,DAxMA,Davies14,Martin14,CentralxNorth,Hybrid,Hybrid,G5,11,11,156,3,11.11.3.2,0.703
T0,1437,394,HF80,C86,Martin11xDavies15,MAxDA,Martin11,Davies15,NorthxCentral,Hybrid,Hybrid,A7,11,12,108,1,11.12.1.1,0.762
T0,1438,395,Palms,Rm3Palms,PalmsBulk,PIxPI,Palms,Palms,CentralxCentral,CentralxCentral,CentralPure,D11,11,12,108,2,11.12.2.1,1.582
T0,1439,395,Palms,Rm3Palms,PalmsBulk,PIxPI,Palms,Palms,CentralxCentral,CentralxCentral,CentralPure,D11,11,12,108,2,11.12.2.2,4.509
