No,No2,Family,Cone,Cross,popcross,Mom,Dad,RegionCross2,RegionCross,Breed,StartPos,Rack,DevicePos,DeviceNo,PlugPosition,IndID,ColEnd,ColEndCor,GreyCorrectionScore,GreyCorrectionScoreDif
738,191,Davies,Rm3Davies,DaviesBulk,DAxDA,Davies,Davies,CentralxCentral,CentralxCentral,CentralPure,B6,6,4,23,2,6.4.2.2,161.18,197.39,209,36.21
739,191,Davies,Rm3Davies,DaviesBulk,DAxDA,Davies,Davies,CentralxCentral,CentralxCentral,CentralPure,B6,6,4,23,2,6.4.2.3,140.372,176.582,209,36.21
740,191,Davies,Rm3Davies,DaviesBulk,DAxDA,Davies,Davies,CentralxCentral,CentralxCentral,CentralPure,B6,6,4,23,2,6.4.2.4,165.157,201.367,209,36.21
741,191,Davies,Rm3Davies,DaviesBulk,DAxDA,Davies,Davies,CentralxCentral,CentralxCentral,CentralPure,B6,6,4,23,2,6.4.2.5,172.289,208.499,209,36.21
742,191,Davies,Rm3Davies,DaviesBulk,DAxDA,Davies,Davies,CentralxCentral,CentralxCentral,CentralPure,B6,6,4,23,2,6.4.2.6,153.843,190.053,209,36.21
743,192,HF80,C86,Martin11xDavies15,MAxDA,Martin11,Davies15,NorthxCentral,Hybrid,Hybrid,D2,6,4,23,3,6.4.3.1,138.61,174.82,209,36.21
744,192,HF80,C86,Martin11xDavies15,MAxDA,Martin11,Davies15,NorthxCentral,Hybrid,Hybrid,D2,6,4,23,3,6.4.3.2,117.019,153.229,209,36.21
745,193,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,F13,6,5,55,1,6.5.1.1,107.168,116.378,182,9.21
746,193,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,F13,6,5,55,1,6.5.1.2,104.817,114.027,182,9.21
747,193,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,F13,6,5,55,1,6.5.1.3,121.737,130.947,182,9.21
748,193,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,F13,6,5,55,1,6.5.1.4,121.317,130.527,182,9.21
749,193,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,F13,6,5,55,1,6.5.1.5,133.351,142.561,182,9.21
750,193,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,F13,6,5,55,1,6.5.1.6,125.315,134.525,182,9.21
751,193,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,F13,6,5,55,1,6.5.1.7,157.123,166.333,182,9.21
752,193,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,F13,6,5,55,1,6.5.1.8,121.273,130.483,182,9.21
753,193,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,F13,6,5,55,1,6.5.1.9,149.662,158.872,182,9.21
754,194,HF84,C63,Davies16xDavies18,DAxDA,Davies16,Davies18,CentralxCentral,CentralxCentral,CentralPure,I2,6,5,55,2,6.5.2,NA,NA,182,9.21
755,195,Davies,Rm3Davies,DaviesBulk,DAxDA,Davies,Davies,CentralxCentral,CentralxCentral,CentralPure,C2,6,5,55,3,6.5.3.1,127.179,136.389,182,9.21
756,195,Davies,Rm3Davies,DaviesBulk,DAxDA,Davies,Davies,CentralxCentral,CentralxCentral,CentralPure,C2,6,5,55,3,6.5.3.2,130.21,139.42,182,9.21
757,195,Davies,Rm3Davies,DaviesBulk,DAxDA,Davies,Davies,CentralxCentral,CentralxCentral,CentralPure,C2,6,5,55,3,6.5.3.3,143.774,152.984,182,9.21
758,196,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,F12,6,6,46,1,6.6.1.1,129.505,122.715,166,-6.79
759,196,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,F12,6,6,46,1,6.6.1.2,138.942,132.152,166,-6.79
760,196,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,F12,6,6,46,1,6.6.1.3,169.167,162.377,166,-6.79
761,196,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,F12,6,6,46,1,6.6.1.4,127.651,120.861,166,-6.79
762,196,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,F12,6,6,46,1,6.6.1.5,108.615,101.825,166,-6.79
763,196,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,F12,6,6,46,1,6.6.1.6,135.168,128.378,166,-6.79
764,196,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,F12,6,6,46,1,6.6.1.7,112.153,105.363,166,-6.79
765,196,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,F12,6,6,46,1,6.6.1.8,133.186,126.396,166,-6.79
766,196,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,F12,6,6,46,1,6.6.1.9,99.809,93.019,166,-6.79
767,196,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,F12,6,6,46,1,6.6.1.10,137.55,130.76,166,-6.79
768,196,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,F12,6,6,46,1,6.6.1.11,127.605,120.815,166,-6.79
769,196,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,F12,6,6,46,1,6.6.1.12,89.138,82.348,166,-6.79
770,196,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,F12,6,6,46,1,6.6.1.13,123.112,116.322,166,-6.79
771,196,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,F12,6,6,46,1,6.6.1.14,123.45,116.66,166,-6.79
772,196,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,F12,6,6,46,1,6.6.1.15,133.34,126.55,166,-6.79
773,196,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,F12,6,6,46,1,6.6.1.16,93.776,86.986,166,-6.79
774,196,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,F12,6,6,46,1,6.6.1.17,137.529,130.739,166,-6.79
775,196,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,F12,6,6,46,1,6.6.1.18,110.477,103.687,166,-6.79
776,196,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,F12,6,6,46,1,6.6.1.19,133.13,126.34,166,-6.79
777,197,HF72,C85,Martin11xDavies9,MAxDA,Martin11,Davies9,NorthxCentral,Hybrid,Hybrid,A2,6,6,46,2,6.6.2.1,143.864,137.074,166,-6.79
778,198,Davies,Rm3Davies,DaviesBulk,DAxDA,Davies,Davies,CentralxCentral,CentralxCentral,CentralPure,D1,6,6,46,3,6.6.3.1,157.882,151.092,166,-6.79
779,198,Davies,Rm3Davies,DaviesBulk,DAxDA,Davies,Davies,CentralxCentral,CentralxCentral,CentralPure,D1,6,6,46,3,6.6.3.2,116.575,109.785,166,-6.79
780,198,Davies,Rm3Davies,DaviesBulk,DAxDA,Davies,Davies,CentralxCentral,CentralxCentral,CentralPure,D1,6,6,46,3,6.6.3.3,111.52,104.73,166,-6.79
781,198,Davies,Rm3Davies,DaviesBulk,DAxDA,Davies,Davies,CentralxCentral,CentralxCentral,CentralPure,D1,6,6,46,3,6.6.3.4,120.314,113.524,166,-6.79
782,198,Davies,Rm3Davies,DaviesBulk,DAxDA,Davies,Davies,CentralxCentral,CentralxCentral,CentralPure,D1,6,6,46,3,6.6.3.5,121.112,114.322,166,-6.79
783,198,Davies,Rm3Davies,DaviesBulk,DAxDA,Davies,Davies,CentralxCentral,CentralxCentral,CentralPure,D1,6,6,46,3,6.6.3.6,130.105,123.315,166,-6.79
784,198,Davies,Rm3Davies,DaviesBulk,DAxDA,Davies,Davies,CentralxCentral,CentralxCentral,CentralPure,D1,6,6,46,3,6.6.3.7,155.969,149.179,166,-6.79
785,198,Davies,Rm3Davies,DaviesBulk,DAxDA,Davies,Davies,CentralxCentral,CentralxCentral,CentralPure,D1,6,6,46,3,6.6.3.8,124.224,117.434,166,-6.79
786,199,HF62,C4,Davies17xArlington6,DAxAR,Davies17,Arlington6,CentralxCentral,CentralxCentral,CentralHybrid,A4,6,7,40,1,6.7.1.1,101.948,93.158,164,-8.79
787,199,HF62,C4,Davies17xArlington6,DAxAR,Davies17,Arlington6,CentralxCentral,CentralxCentral,CentralHybrid,A4,6,7,40,1,6.7.1.2,107.585,98.795,164,-8.79
788,200,HF44,C129,Davies14xMartin14,DAxMA,Davies14,Martin14,CentralxNorth,Hybrid,Hybrid,H1,6,7,40,2,6.7.2.1,102.014,93.224,164,-8.79
789,201,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,D15,6,7,40,3,6.7.3.1,151.444,142.654,164,-8.79
790,201,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,D15,6,7,40,3,6.7.3.2,117.446,108.656,164,-8.79
791,202,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,B14,6,8,10,1,6.8.1.1,112.964,100.174,160,-12.79
792,202,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,B14,6,8,10,1,6.8.1.2,89.661,76.871,160,-12.79
793,202,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,B14,6,8,10,1,6.8.1.3,95.608,82.818,160,-12.79
794,202,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,B14,6,8,10,1,6.8.1.4,129.909,117.119,160,-12.79
795,202,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,B14,6,8,10,1,6.8.1.5,88.791,76.001,160,-12.79
796,202,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,B14,6,8,10,1,6.8.1.6,113.21,100.42,160,-12.79
797,202,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,B14,6,8,10,1,6.8.1.7,118.591,105.801,160,-12.79
798,202,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,B14,6,8,10,1,6.8.1.8,137.864,125.074,160,-12.79
799,202,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,B14,6,8,10,1,6.8.1.9,148.7,135.91,160,-12.79
800,202,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,B14,6,8,10,1,6.8.1.10,134.737,121.947,160,-12.79
801,202,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,B14,6,8,10,1,6.8.1.11,131.261,118.471,160,-12.79
802,202,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,B14,6,8,10,1,6.8.1.12,109.953,97.163,160,-12.79
803,202,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,B14,6,8,10,1,6.8.1.13,100.844,88.054,160,-12.79
804,202,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,B14,6,8,10,1,6.8.1.14,89.032,76.242,160,-12.79
805,202,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,B14,6,8,10,1,6.8.1.15,96.988,84.198,160,-12.79
806,202,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,B14,6,8,10,1,6.8.1.16,138.259,125.469,160,-12.79
807,202,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,B14,6,8,10,1,6.8.1.17,137.08,124.29,160,-12.79
808,203,HF16,C87,Martin11xMartin13,MAxMA,Martin11,Martin13,NorthxNorth,NorthxNorth,NorthPure,J8,6,8,10,2,6.8.2,NA,NA,160,-12.79
809,204,Davies,Rm3Davies,DaviesBulk,DAxDA,Davies,Davies,CentralxCentral,CentralxCentral,CentralPure,B13,6,8,10,3,6.8.3.1,124.682,111.892,160,-12.79
810,204,Davies,Rm3Davies,DaviesBulk,DAxDA,Davies,Davies,CentralxCentral,CentralxCentral,CentralPure,B13,6,8,10,3,6.8.3.2,128.707,115.917,160,-12.79
811,204,Davies,Rm3Davies,DaviesBulk,DAxDA,Davies,Davies,CentralxCentral,CentralxCentral,CentralPure,B13,6,8,10,3,6.8.3.3,123.462,110.672,160,-12.79
812,205,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,C14,6,9,6,1,6.9.1.1,103.13,93.34,163,-9.79
813,205,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,C14,6,9,6,1,6.9.1.2,92.194,82.404,163,-9.79
814,205,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,C14,6,9,6,1,6.9.1.3,98.667,88.877,163,-9.79
815,205,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,C14,6,9,6,1,6.9.1.4,98.963,89.173,163,-9.79
816,205,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,C14,6,9,6,1,6.9.1.5,93.018,83.228,163,-9.79
817,205,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,C14,6,9,6,1,6.9.1.6,145.679,135.889,163,-9.79
818,205,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,C14,6,9,6,1,6.9.1.7,116.667,106.877,163,-9.79
819,205,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,C14,6,9,6,1,6.9.1.8,108.806,99.016,163,-9.79
820,205,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,C14,6,9,6,1,6.9.1.9,124.698,114.908,163,-9.79
821,205,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,C14,6,9,6,1,6.9.1.10,86.684,76.894,163,-9.79
822,205,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,C14,6,9,6,1,6.9.1.11,103.966,94.176,163,-9.79
823,205,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,C14,6,9,6,1,6.9.1.12,102.788,92.998,163,-9.79
824,205,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,C14,6,9,6,1,6.9.1.13,85.649,75.859,163,-9.79
825,205,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,C14,6,9,6,1,6.9.1.14,102.858,93.068,163,-9.79
826,205,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,C14,6,9,6,1,6.9.1.15,81.124,71.334,163,-9.79
827,205,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,C14,6,9,6,1,6.9.1.16,102.111,92.321,163,-9.79
828,206,HF2,C31,Wood4xMartin14,WDxMA,Wood4,Martin14,NorthxNorth,NorthxNorth,NorthHybrid,H4,6,9,6,2,6.9.2,NA,NA,163,-9.79
829,207,Palms,Rm3Palms,PalmsBulk,PIxPI,Palms,Palms,CentralxCentral,CentralxCentral,CentralPure,G15,6,9,6,3,6.9.3.1,127.602,117.812,163,-9.79
830,208,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,A13,6,10,19,1,6.10.1.1,129.248,119.458,163,-9.79
831,209,HF2,C31,Wood4xMartin14,WDxMA,Wood4,Martin14,NorthxNorth,NorthxNorth,NorthHybrid,E10,6,10,19,2,6.10.2.1,124.096,114.306,163,-9.79
832,210,Davies,Rm3Davies,DaviesBulk,DAxDA,Davies,Davies,CentralxCentral,CentralxCentral,CentralPure,C3,6,10,19,3,6.10.3.1,118.832,109.042,163,-9.79
833,210,Davies,Rm3Davies,DaviesBulk,DAxDA,Davies,Davies,CentralxCentral,CentralxCentral,CentralPure,C3,6,10,19,3,6.10.3.2,120.192,110.402,163,-9.79
834,210,Davies,Rm3Davies,DaviesBulk,DAxDA,Davies,Davies,CentralxCentral,CentralxCentral,CentralPure,C3,6,10,19,3,6.10.3.3,107.374,97.584,163,-9.79
835,210,Davies,Rm3Davies,DaviesBulk,DAxDA,Davies,Davies,CentralxCentral,CentralxCentral,CentralPure,C3,6,10,19,3,6.10.3.4,102.152,92.362,163,-9.79
836,210,Davies,Rm3Davies,DaviesBulk,DAxDA,Davies,Davies,CentralxCentral,CentralxCentral,CentralPure,C3,6,10,19,3,6.10.3.5,107.975,98.185,163,-9.79
837,210,Davies,Rm3Davies,DaviesBulk,DAxDA,Davies,Davies,CentralxCentral,CentralxCentral,CentralPure,C3,6,10,19,3,6.10.3.6,102.348,92.558,163,-9.79
838,210,Davies,Rm3Davies,DaviesBulk,DAxDA,Davies,Davies,CentralxCentral,CentralxCentral,CentralPure,C3,6,10,19,3,6.10.3.7,115.803,106.013,163,-9.79
839,210,Davies,Rm3Davies,DaviesBulk,DAxDA,Davies,Davies,CentralxCentral,CentralxCentral,CentralPure,C3,6,10,19,3,6.10.3.8,125.418,115.628,163,-9.79
840,211,HF2,C31,Wood4xMartin14,WDxMA,Wood4,Martin14,NorthxNorth,NorthxNorth,NorthHybrid,G9,6,11,267,1,6.11.1.1,93.874,92.084,171,-1.79
841,211,HF2,C31,Wood4xMartin14,WDxMA,Wood4,Martin14,NorthxNorth,NorthxNorth,NorthHybrid,G9,6,11,267,1,6.11.1.2,97.26,95.47,171,-1.79
842,211,HF2,C31,Wood4xMartin14,WDxMA,Wood4,Martin14,NorthxNorth,NorthxNorth,NorthHybrid,G9,6,11,267,1,6.11.1.3,115.233,113.443,171,-1.79
843,211,HF2,C31,Wood4xMartin14,WDxMA,Wood4,Martin14,NorthxNorth,NorthxNorth,NorthHybrid,G9,6,11,267,1,6.11.1.4,112.677,110.887,171,-1.79
844,211,HF2,C31,Wood4xMartin14,WDxMA,Wood4,Martin14,NorthxNorth,NorthxNorth,NorthHybrid,G9,6,11,267,1,6.11.1.5,94.14,92.35,171,-1.79
845,212,HF2,C31,Wood4xMartin14,WDxMA,Wood4,Martin14,NorthxNorth,NorthxNorth,NorthHybrid,B11,6,11,267,2,6.11.2,NA,NA,171,-1.79
846,213,HF44,C129,Davies14xMartin14,DAxMA,Davies14,Martin14,CentralxNorth,Hybrid,Hybrid,I7,6,11,267,3,6.11.3.1,93.165,91.375,171,-1.79
847,214,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,G11,6,12,5,1,6.12.1.1,89.101,104.311,188,15.21
848,214,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,G11,6,12,5,1,6.12.1.2,94.881,110.091,188,15.21
849,214,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,G11,6,12,5,1,6.12.1.3,87.461,102.671,188,15.21
850,214,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,G11,6,12,5,1,6.12.1.4,80.562,95.772,188,15.21
851,214,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,G11,6,12,5,1,6.12.1.5,96.161,111.371,188,15.21
852,215,HF62,C4,Davies17xArlington6,DAxAR,Davies17,Arlington6,CentralxCentral,CentralxCentral,CentralHybrid,A6,6,12,5,2,6.12.2,NA,NA,188,15.21
853,216,Palms,Rm3Palms,PalmsBulk,PIxPI,Palms,Palms,CentralxCentral,CentralxCentral,CentralPure,B8,6,12,5,3,6.12.3.1,69.776,84.986,188,15.21
854,216,Palms,Rm3Palms,PalmsBulk,PIxPI,Palms,Palms,CentralxCentral,CentralxCentral,CentralPure,B8,6,12,5,3,6.12.3.2,99.515,114.725,188,15.21
855,216,Palms,Rm3Palms,PalmsBulk,PIxPI,Palms,Palms,CentralxCentral,CentralxCentral,CentralPure,B8,6,12,5,3,6.12.3.3,76.216,91.426,188,15.21
856,216,Palms,Rm3Palms,PalmsBulk,PIxPI,Palms,Palms,CentralxCentral,CentralxCentral,CentralPure,B8,6,12,5,3,6.12.3.4,64.515,79.725,188,15.21
857,216,Palms,Rm3Palms,PalmsBulk,PIxPI,Palms,Palms,CentralxCentral,CentralxCentral,CentralPure,B8,6,12,5,3,6.12.3.5,69.658,84.868,188,15.21
858,216,Palms,Rm3Palms,PalmsBulk,PIxPI,Palms,Palms,CentralxCentral,CentralxCentral,CentralPure,B8,6,12,5,3,6.12.3.6,71.031,86.241,188,15.21
859,216,Palms,Rm3Palms,PalmsBulk,PIxPI,Palms,Palms,CentralxCentral,CentralxCentral,CentralPure,B8,6,12,5,3,6.12.3.7,69.478,84.688,188,15.21
860,216,Palms,Rm3Palms,PalmsBulk,PIxPI,Palms,Palms,CentralxCentral,CentralxCentral,CentralPure,B8,6,12,5,3,6.12.3.8,65.254,80.464,188,15.21
861,216,Palms,Rm3Palms,PalmsBulk,PIxPI,Palms,Palms,CentralxCentral,CentralxCentral,CentralPure,B8,6,12,5,3,6.12.3.9,49.744,64.954,188,15.21
862,217,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,B1,7,1,2,1,7.1.1.1,142.175,154.385,185,12.21
863,217,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,B1,7,1,2,1,7.1.1.2,130.369,142.579,185,12.21
864,217,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,B1,7,1,2,1,7.1.1.3,125.921,138.131,185,12.21
865,217,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,B1,7,1,2,1,7.1.1.4,131.282,143.492,185,12.21
866,217,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,B1,7,1,2,1,7.1.1.5,115.888,128.098,185,12.21
867,217,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,B1,7,1,2,1,7.1.1.6,128.746,140.956,185,12.21
868,217,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,B1,7,1,2,1,7.1.1.7,157.146,169.356,185,12.21
869,217,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,B1,7,1,2,1,7.1.1.8,131.938,144.148,185,12.21
870,217,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,B1,7,1,2,1,7.1.1.9,93.691,105.901,185,12.21
871,217,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,B1,7,1,2,1,7.1.1.10,118.403,130.613,185,12.21
872,217,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,B1,7,1,2,1,7.1.1.11,128.786,140.996,185,12.21
873,217,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,B1,7,1,2,1,7.1.1.12,147.584,159.794,185,12.21
874,217,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,B1,7,1,2,1,7.1.1.13,136.093,148.303,185,12.21
875,217,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,B1,7,1,2,1,7.1.1.14,125.457,137.667,185,12.21
876,217,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,B1,7,1,2,1,7.1.1.15,131.444,143.654,185,12.21
877,217,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,B1,7,1,2,1,7.1.1.16,124.338,136.548,185,12.21
878,217,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,B1,7,1,2,1,7.1.1.17,112.665,124.875,185,12.21
879,217,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,B1,7,1,2,1,7.1.1.18,101.296,113.506,185,12.21
880,217,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,B1,7,1,2,1,7.1.1.19,133.306,145.516,185,12.21
881,217,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,B1,7,1,2,1,7.1.1.20,103.681,115.891,185,12.21
882,217,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,B1,7,1,2,1,7.1.1.21,109.352,121.562,185,12.21
883,218,HF2,C31,Wood4xMartin14,WDxMA,Wood4,Martin14,NorthxNorth,NorthxNorth,NorthHybrid,H5,7,1,2,2,7.1.2.1,111.273,123.483,185,12.21
884,219,Palms,Rm3Palms,PalmsBulk,PIxPI,Palms,Palms,CentralxCentral,CentralxCentral,CentralPure,B6,7,1,2,3,7.1.3.1,89.364,101.574,185,12.21
885,219,Palms,Rm3Palms,PalmsBulk,PIxPI,Palms,Palms,CentralxCentral,CentralxCentral,CentralPure,B6,7,1,2,3,7.1.3.2,101.158,113.368,185,12.21
886,219,Palms,Rm3Palms,PalmsBulk,PIxPI,Palms,Palms,CentralxCentral,CentralxCentral,CentralPure,B6,7,1,2,3,7.1.3.3,107.894,120.104,185,12.21
