No,No2,Family,Cone,Cross,popcross,Mom,Dad,RegionCross2,RegionCross,Breed,StartPos,Rack,DevicePos,DeviceNo,PlugPosition,IndID,ColEnd,ColEndCor,GreyCorrectionScore,GreyCorrectionScoreDif
2162,635,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,F8,18,8,205,2,18.8.2.4,125.952,131.162,178,5.21
2163,635,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,F8,18,8,205,2,18.8.2.5,120.783,125.993,178,5.21
2164,635,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,F8,18,8,205,2,18.8.2.6,138,143.21,178,5.21
2165,635,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,F8,18,8,205,2,18.8.2.7,117.466,122.676,178,5.21
2166,635,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,F8,18,8,205,2,18.8.2.8,143.397,148.607,178,5.21
2167,635,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,F8,18,8,205,2,18.8.2.9,130.146,135.356,178,5.21
2168,635,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,F8,18,8,205,2,18.8.2.10,139.533,144.743,178,5.21
2169,635,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,F8,18,8,205,2,18.8.2.11,106.339,111.549,178,5.21
2170,635,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,F8,18,8,205,2,18.8.2.12,78.409,83.619,178,5.21
2171,635,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,F8,18,8,205,2,18.8.2.13,88.4,93.61,178,5.21
2172,635,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,F8,18,8,205,2,18.8.2.14,NaN,NA,178,5.21
2173,635,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,F8,18,8,205,2,18.8.2.15,95.147,100.357,178,5.21
2174,635,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,F8,18,8,205,2,18.8.2.16,89.326,94.536,178,5.21
2175,635,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,F8,18,8,205,2,18.8.2.17,88.636,93.846,178,5.21
2176,635,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,F8,18,8,205,2,18.8.2.18,89.779,94.989,178,5.21
2177,635,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,F8,18,8,205,2,18.8.2.19,107.931,113.141,178,5.21
2178,635,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,F8,18,8,205,2,18.8.2.20,108.419,113.629,178,5.21
2179,636,Palms,Rm3Palms,PalmsBulk,PIxPI,Palms,Palms,CentralxCentral,CentralxCentral,CentralPure,H3,18,8,205,3,18.8.3,NA,NA,178,5.21
2180,637,HF2,C31,Wood4xMartin14,WDxMA,Wood4,Martin14,NorthxNorth,NorthxNorth,NorthHybrid,G14,18,9,238,1,18.9.1.1,111.407,95.617,157,-15.79
2181,637,HF2,C31,Wood4xMartin14,WDxMA,Wood4,Martin14,NorthxNorth,NorthxNorth,NorthHybrid,G14,18,9,238,1,18.9.1.2,92.463,76.673,157,-15.79
2182,638,HF80,C86,Martin11xDavies15,MAxDA,Martin11,Davies15,NorthxCentral,Hybrid,Hybrid,C8,18,9,238,2,18.9.2,NA,NA,157,-15.79
2183,639,Davies,Rm3Davies,DaviesBulk,DAxDA,Davies,Davies,CentralxCentral,CentralxCentral,CentralPure,F10,18,9,238,3,18.9.3.1,106.648,90.858,157,-15.79
2184,639,Davies,Rm3Davies,DaviesBulk,DAxDA,Davies,Davies,CentralxCentral,CentralxCentral,CentralPure,F10,18,9,238,3,18.9.3.2,116.438,100.648,157,-15.79
2185,639,Davies,Rm3Davies,DaviesBulk,DAxDA,Davies,Davies,CentralxCentral,CentralxCentral,CentralPure,F10,18,9,238,3,18.9.3.3,82.911,67.121,157,-15.79
2186,639,Davies,Rm3Davies,DaviesBulk,DAxDA,Davies,Davies,CentralxCentral,CentralxCentral,CentralPure,F10,18,9,238,3,18.9.3.4,63.93,48.14,157,-15.79
2187,639,Davies,Rm3Davies,DaviesBulk,DAxDA,Davies,Davies,CentralxCentral,CentralxCentral,CentralPure,F10,18,9,238,3,18.9.3.5,92.215,76.425,157,-15.79
2188,639,Davies,Rm3Davies,DaviesBulk,DAxDA,Davies,Davies,CentralxCentral,CentralxCentral,CentralPure,F10,18,9,238,3,18.9.3.6,98.958,83.168,157,-15.79
2189,639,Davies,Rm3Davies,DaviesBulk,DAxDA,Davies,Davies,CentralxCentral,CentralxCentral,CentralPure,F10,18,9,238,3,18.9.3.7,103.695,87.905,157,-15.79
2190,640,Palms,Rm3Palms,PalmsBulk,PIxPI,Palms,Palms,CentralxCentral,CentralxCentral,CentralPure,F8,18,10,111,1,18.10.1.1,112.709,126.919,187,14.21
2191,641,HF72,C85,Martin11xDavies9,MAxDA,Martin11,Davies9,NorthxCentral,Hybrid,Hybrid,C11,18,10,111,2,18.10.2.1,101.021,115.231,187,14.21
2192,642,Davies,Rm3Davies,DaviesBulk,DAxDA,Davies,Davies,CentralxCentral,CentralxCentral,CentralPure,G9,18,10,111,3,18.10.3.1,97.868,112.078,187,14.21
2193,642,Davies,Rm3Davies,DaviesBulk,DAxDA,Davies,Davies,CentralxCentral,CentralxCentral,CentralPure,G9,18,10,111,3,18.10.3.2,114.157,128.367,187,14.21
2194,642,Davies,Rm3Davies,DaviesBulk,DAxDA,Davies,Davies,CentralxCentral,CentralxCentral,CentralPure,G9,18,10,111,3,18.10.3.3,140.302,154.512,187,14.21
2195,642,Davies,Rm3Davies,DaviesBulk,DAxDA,Davies,Davies,CentralxCentral,CentralxCentral,CentralPure,G9,18,10,111,3,18.10.3.4,120.87,135.08,187,14.21
2196,642,Davies,Rm3Davies,DaviesBulk,DAxDA,Davies,Davies,CentralxCentral,CentralxCentral,CentralPure,G9,18,10,111,3,18.10.3.5,99.524,113.734,187,14.21
2197,643,HF72,C85,Martin11xDavies9,MAxDA,Martin11,Davies9,NorthxCentral,Hybrid,Hybrid,D6,18,11,214,1,18.11.1.1,129.292,154.502,198,25.21
2198,644,Palms,Rm3Palms,PalmsBulk,PIxPI,Palms,Palms,CentralxCentral,CentralxCentral,CentralPure,G4,18,11,214,2,18.11.2.1,112.519,137.729,198,25.21
2199,644,Palms,Rm3Palms,PalmsBulk,PIxPI,Palms,Palms,CentralxCentral,CentralxCentral,CentralPure,G4,18,11,214,2,18.11.2.2,119.239,144.449,198,25.21
2200,644,Palms,Rm3Palms,PalmsBulk,PIxPI,Palms,Palms,CentralxCentral,CentralxCentral,CentralPure,G4,18,11,214,2,18.11.2.3,126.959,152.169,198,25.21
2201,644,Palms,Rm3Palms,PalmsBulk,PIxPI,Palms,Palms,CentralxCentral,CentralxCentral,CentralPure,G4,18,11,214,2,18.11.2.4,125.67,150.88,198,25.21
2202,644,Palms,Rm3Palms,PalmsBulk,PIxPI,Palms,Palms,CentralxCentral,CentralxCentral,CentralPure,G4,18,11,214,2,18.11.2.5,146.66,171.87,198,25.21
2203,644,Palms,Rm3Palms,PalmsBulk,PIxPI,Palms,Palms,CentralxCentral,CentralxCentral,CentralPure,G4,18,11,214,2,18.11.2.6,111.537,136.747,198,25.21
2204,644,Palms,Rm3Palms,PalmsBulk,PIxPI,Palms,Palms,CentralxCentral,CentralxCentral,CentralPure,G4,18,11,214,2,18.11.2.7,119.867,145.077,198,25.21
2205,645,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,F4,18,11,214,3,18.11.3.1,126.811,152.021,198,25.21
2206,645,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,F4,18,11,214,3,18.11.3.2,125.589,150.799,198,25.21
2207,646,HF44,C129,Davies14xMartin14,DAxMA,Davies14,Martin14,CentralxNorth,Hybrid,Hybrid,H9,18,12,217,1,18.12.1,NA,NA,150,-22.79
2208,647,Palms,Rm3Palms,PalmsBulk,PIxPI,Palms,Palms,CentralxCentral,CentralxCentral,CentralPure,H4,18,12,217,2,18.12.2,NA,NA,150,-22.79
2209,648,HF62,C4,Davies17xArlington6,DAxAR,Davies17,Arlington6,CentralxCentral,CentralxCentral,CentralHybrid,D7,18,12,217,3,18.12.3,NA,NA,150,-22.79
2210,649,HF72,C85,Martin11xDavies9,MAxDA,Martin11,Davies9,NorthxCentral,Hybrid,Hybrid,C7,19,1,209,1,19.1.1.1,133.603,141.813,181,8.21
2211,649,HF72,C85,Martin11xDavies9,MAxDA,Martin11,Davies9,NorthxCentral,Hybrid,Hybrid,C7,19,1,209,1,19.1.1.2,95.373,103.583,181,8.21
2212,650,HF84,C63,Davies16xDavies18,DAxDA,Davies16,Davies18,CentralxCentral,CentralxCentral,CentralPure,I8,19,1,209,2,19.1.2.1,115.149,123.359,181,8.21
2213,650,HF84,C63,Davies16xDavies18,DAxDA,Davies16,Davies18,CentralxCentral,CentralxCentral,CentralPure,I8,19,1,209,2,19.1.2.2,96.114,104.324,181,8.21
2214,651,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,E5,19,1,209,3,19.1.3,NA,NA,181,8.21
2215,652,HF72,C85,Martin11xDavies9,MAxDA,Martin11,Davies9,NorthxCentral,Hybrid,Hybrid,C8,19,2,218,1,19.2.1.1,144.707,150.917,179,6.21
2216,653,HF84,C63,Davies16xDavies18,DAxDA,Davies16,Davies18,CentralxCentral,CentralxCentral,CentralPure,J7,19,2,218,2,19.2.2.1,138.493,144.703,179,6.21
2217,654,Davies,Rm3Davies,DaviesBulk,DAxDA,Davies,Davies,CentralxCentral,CentralxCentral,CentralPure,G6,19,2,218,3,19.2.3.1,148.739,154.949,179,6.21
2218,654,Davies,Rm3Davies,DaviesBulk,DAxDA,Davies,Davies,CentralxCentral,CentralxCentral,CentralPure,G6,19,2,218,3,19.2.3.2,171.629,177.839,179,6.21
2219,654,Davies,Rm3Davies,DaviesBulk,DAxDA,Davies,Davies,CentralxCentral,CentralxCentral,CentralPure,G6,19,2,218,3,19.2.3.3,175.192,181.402,179,6.21
2220,655,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,G5,19,3,228,1,19.3.1.1,127.824,131.034,176,3.21
2221,655,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,G5,19,3,228,1,19.3.1.2,120.494,123.704,176,3.21
2222,655,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,G5,19,3,228,1,19.3.1.3,140.403,143.613,176,3.21
2223,655,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,G5,19,3,228,1,19.3.1.4,123.953,127.163,176,3.21
2224,655,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,G5,19,3,228,1,19.3.1.5,121.743,124.953,176,3.21
2225,655,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,G5,19,3,228,1,19.3.1.6,126.12,129.33,176,3.21
2226,655,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,G5,19,3,228,1,19.3.1.7,130.798,134.008,176,3.21
2227,655,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,G5,19,3,228,1,19.3.1.8,130.972,134.182,176,3.21
2228,655,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,G5,19,3,228,1,19.3.1.9,95.063,98.273,176,3.21
2229,655,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,G5,19,3,228,1,19.3.1.10,120.723,123.933,176,3.21
2230,655,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,G5,19,3,228,1,19.3.1.11,132.064,135.274,176,3.21
2231,656,HF84,C63,Davies16xDavies18,DAxDA,Davies16,Davies18,CentralxCentral,CentralxCentral,CentralPure,I9,19,3,228,2,19.3.2.1,97.296,100.506,176,3.21
2232,656,HF84,C63,Davies16xDavies18,DAxDA,Davies16,Davies18,CentralxCentral,CentralxCentral,CentralPure,I9,19,3,228,2,19.3.2.2,148.007,151.217,176,3.21
2233,656,HF84,C63,Davies16xDavies18,DAxDA,Davies16,Davies18,CentralxCentral,CentralxCentral,CentralPure,I9,19,3,228,2,19.3.2.3,109.528,112.738,176,3.21
2234,656,HF84,C63,Davies16xDavies18,DAxDA,Davies16,Davies18,CentralxCentral,CentralxCentral,CentralPure,I9,19,3,228,2,19.3.2.4,109.982,113.192,176,3.21
2235,656,HF84,C63,Davies16xDavies18,DAxDA,Davies16,Davies18,CentralxCentral,CentralxCentral,CentralPure,I9,19,3,228,2,19.3.2.5,110.301,113.511,176,3.21
2236,656,HF84,C63,Davies16xDavies18,DAxDA,Davies16,Davies18,CentralxCentral,CentralxCentral,CentralPure,I9,19,3,228,2,19.3.2.6,106.995,110.205,176,3.21
2237,657,Davies,Rm3Davies,DaviesBulk,DAxDA,Davies,Davies,CentralxCentral,CentralxCentral,CentralPure,E7,19,3,228,3,19.3.3.1,146.08,149.29,176,3.21
2238,657,Davies,Rm3Davies,DaviesBulk,DAxDA,Davies,Davies,CentralxCentral,CentralxCentral,CentralPure,E7,19,3,228,3,19.3.3.2,136.833,140.043,176,3.21
2239,657,Davies,Rm3Davies,DaviesBulk,DAxDA,Davies,Davies,CentralxCentral,CentralxCentral,CentralPure,E7,19,3,228,3,19.3.3.3,129.894,133.104,176,3.21
2240,657,Davies,Rm3Davies,DaviesBulk,DAxDA,Davies,Davies,CentralxCentral,CentralxCentral,CentralPure,E7,19,3,228,3,19.3.3.4,124,127.21,176,3.21
2241,657,Davies,Rm3Davies,DaviesBulk,DAxDA,Davies,Davies,CentralxCentral,CentralxCentral,CentralPure,E7,19,3,228,3,19.3.3.5,113.263,116.473,176,3.21
2242,658,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,E5,19,4,231,1,19.4.1.1,123.679,121.889,171,-1.79
2243,658,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,E5,19,4,231,1,19.4.1.2,119.531,117.741,171,-1.79
2244,658,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,E5,19,4,231,1,19.4.1.3,124.125,122.335,171,-1.79
2245,658,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,E5,19,4,231,1,19.4.1.4,133.988,132.198,171,-1.79
2246,658,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,E5,19,4,231,1,19.4.1.5,131.617,129.827,171,-1.79
2247,659,HF80,C86,Martin11xDavies15,MAxDA,Martin11,Davies15,NorthxCentral,Hybrid,Hybrid,D7,19,4,231,2,19.4.2.1,107.598,105.808,171,-1.79
2248,660,HF72,C85,Martin11xDavies9,MAxDA,Martin11,Davies9,NorthxCentral,Hybrid,Hybrid,D8,19,4,231,3,19.4.3,NA,NA,171,-1.79
2249,661,HF2,C31,Wood4xMartin14,WDxMA,Wood4,Martin14,NorthxNorth,NorthxNorth,NorthHybrid,A6,19,5,224,1,19.5.1,NA,NA,177,4.21
2250,662,HF62,C4,Davies17xArlington6,DAxAR,Davies17,Arlington6,CentralxCentral,CentralxCentral,CentralHybrid,D8,19,5,224,2,19.5.2.1,117.268,121.478,177,4.21
2251,663,Davies,Rm3Davies,DaviesBulk,DAxDA,Davies,Davies,CentralxCentral,CentralxCentral,CentralPure,G7,19,5,224,3,19.5.3.1,133.769,137.979,177,4.21
2252,663,Davies,Rm3Davies,DaviesBulk,DAxDA,Davies,Davies,CentralxCentral,CentralxCentral,CentralPure,G7,19,5,224,3,19.5.3.2,110.351,114.561,177,4.21
2253,663,Davies,Rm3Davies,DaviesBulk,DAxDA,Davies,Davies,CentralxCentral,CentralxCentral,CentralPure,G7,19,5,224,3,19.5.3.3,114.703,118.913,177,4.21
2254,663,Davies,Rm3Davies,DaviesBulk,DAxDA,Davies,Davies,CentralxCentral,CentralxCentral,CentralPure,G7,19,5,224,3,19.5.3.4,125.876,130.086,177,4.21
2255,663,Davies,Rm3Davies,DaviesBulk,DAxDA,Davies,Davies,CentralxCentral,CentralxCentral,CentralPure,G7,19,5,224,3,19.5.3.5,140.758,144.968,177,4.21
2256,663,Davies,Rm3Davies,DaviesBulk,DAxDA,Davies,Davies,CentralxCentral,CentralxCentral,CentralPure,G7,19,5,224,3,19.5.3.6,110.476,114.686,177,4.21
2257,663,Davies,Rm3Davies,DaviesBulk,DAxDA,Davies,Davies,CentralxCentral,CentralxCentral,CentralPure,G7,19,5,224,3,19.5.3.7,132.81,137.02,177,4.21
2258,663,Davies,Rm3Davies,DaviesBulk,DAxDA,Davies,Davies,CentralxCentral,CentralxCentral,CentralPure,G7,19,5,224,3,19.5.3.8,122.814,127.024,177,4.21
2259,663,Davies,Rm3Davies,DaviesBulk,DAxDA,Davies,Davies,CentralxCentral,CentralxCentral,CentralPure,G7,19,5,224,3,19.5.3.9,135.526,139.736,177,4.21
2260,663,Davies,Rm3Davies,DaviesBulk,DAxDA,Davies,Davies,CentralxCentral,CentralxCentral,CentralPure,G7,19,5,224,3,19.5.3.10,137.929,142.139,177,4.21
2261,663,Davies,Rm3Davies,DaviesBulk,DAxDA,Davies,Davies,CentralxCentral,CentralxCentral,CentralPure,G7,19,5,224,3,19.5.3.11,123.427,127.637,177,4.21
2262,663,Davies,Rm3Davies,DaviesBulk,DAxDA,Davies,Davies,CentralxCentral,CentralxCentral,CentralPure,G7,19,5,224,3,19.5.3.12,119.861,124.071,177,4.21
2263,664,HF2,C31,Wood4xMartin14,WDxMA,Wood4,Martin14,NorthxNorth,NorthxNorth,NorthHybrid,A5,19,6,230,1,19.6.1.1,140.963,149.173,181,8.21
2264,664,HF2,C31,Wood4xMartin14,WDxMA,Wood4,Martin14,NorthxNorth,NorthxNorth,NorthHybrid,A5,19,6,230,1,19.6.1.2,137.369,145.579,181,8.21
2265,664,HF2,C31,Wood4xMartin14,WDxMA,Wood4,Martin14,NorthxNorth,NorthxNorth,NorthHybrid,A5,19,6,230,1,19.6.1.3,121.096,129.306,181,8.21
2266,664,HF2,C31,Wood4xMartin14,WDxMA,Wood4,Martin14,NorthxNorth,NorthxNorth,NorthHybrid,A5,19,6,230,1,19.6.1.4,136.963,145.173,181,8.21
2267,665,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,F5,19,6,230,2,19.6.2.1,117.173,125.383,181,8.21
2268,665,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,F5,19,6,230,2,19.6.2.2,114.783,122.993,181,8.21
2269,665,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,F5,19,6,230,2,19.6.2.3,111.837,120.047,181,8.21
2270,665,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,F5,19,6,230,2,19.6.2.4,118.817,127.027,181,8.21
2271,665,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,F5,19,6,230,2,19.6.2.5,141.507,149.717,181,8.21
2272,665,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,F5,19,6,230,2,19.6.2.6,126.042,134.252,181,8.21
2273,665,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,F5,19,6,230,2,19.6.2.7,115.898,124.108,181,8.21
2274,665,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,F5,19,6,230,2,19.6.2.8,106.392,114.602,181,8.21
2275,666,Palms,Rm3Palms,PalmsBulk,PIxPI,Palms,Palms,CentralxCentral,CentralxCentral,CentralPure,H5,19,6,230,3,19.6.3.1,116.225,124.435,181,8.21
2276,666,Palms,Rm3Palms,PalmsBulk,PIxPI,Palms,Palms,CentralxCentral,CentralxCentral,CentralPure,H5,19,6,230,3,19.6.3.2,133.733,141.943,181,8.21
2277,667,HF2,C31,Wood4xMartin14,WDxMA,Wood4,Martin14,NorthxNorth,NorthxNorth,NorthHybrid,C4,19,7,232,1,19.7.1.1,117.984,108.194,163,-9.79
2278,667,HF2,C31,Wood4xMartin14,WDxMA,Wood4,Martin14,NorthxNorth,NorthxNorth,NorthHybrid,C4,19,7,232,1,19.7.1.2,116.357,106.567,163,-9.79
2279,667,HF2,C31,Wood4xMartin14,WDxMA,Wood4,Martin14,NorthxNorth,NorthxNorth,NorthHybrid,C4,19,7,232,1,19.7.1.3,101.372,91.582,163,-9.79
2280,667,HF2,C31,Wood4xMartin14,WDxMA,Wood4,Martin14,NorthxNorth,NorthxNorth,NorthHybrid,C4,19,7,232,1,19.7.1.4,137.763,127.973,163,-9.79
2281,668,HF80,C86,Martin11xDavies15,MAxDA,Martin11,Davies15,NorthxCentral,Hybrid,Hybrid,C10,19,7,232,2,19.7.2.1,125.289,115.499,163,-9.79
2282,668,HF80,C86,Martin11xDavies15,MAxDA,Martin11,Davies15,NorthxCentral,Hybrid,Hybrid,C10,19,7,232,2,19.7.2.2,116.52,106.73,163,-9.79
2283,669,Davies,Rm3Davies,DaviesBulk,DAxDA,Davies,Davies,CentralxCentral,CentralxCentral,CentralPure,F7,19,7,232,3,19.7.3.1,144.588,134.798,163,-9.79
2284,669,Davies,Rm3Davies,DaviesBulk,DAxDA,Davies,Davies,CentralxCentral,CentralxCentral,CentralPure,F7,19,7,232,3,19.7.3.2,145.878,136.088,163,-9.79
2285,670,HF2,C31,Wood4xMartin14,WDxMA,Wood4,Martin14,NorthxNorth,NorthxNorth,NorthHybrid,E7,19,8,252,1,19.8.1.1,157.085,142.295,158,-14.79
2286,670,HF2,C31,Wood4xMartin14,WDxMA,Wood4,Martin14,NorthxNorth,NorthxNorth,NorthHybrid,E7,19,8,252,1,19.8.1.2,128.869,114.079,158,-14.79
2287,671,HF2,C31,Wood4xMartin14,WDxMA,Wood4,Martin14,NorthxNorth,NorthxNorth,NorthHybrid,B10,19,8,252,2,19.8.2.1,130.633,115.843,158,-14.79
2288,671,HF2,C31,Wood4xMartin14,WDxMA,Wood4,Martin14,NorthxNorth,NorthxNorth,NorthHybrid,B10,19,8,252,2,19.8.2.2,127.618,112.828,158,-14.79
2289,672,HF72,C85,Martin11xDavies9,MAxDA,Martin11,Davies9,NorthxCentral,Hybrid,Hybrid,D10,19,8,252,3,19.8.3,NA,NA,158,-14.79
2290,673,Palms,Rm3Palms,PalmsBulk,PIxPI,Palms,Palms,CentralxCentral,CentralxCentral,CentralPure,G9,19,9,203,1,19.9.1.1,143.79,156,185,12.21
2291,673,Palms,Rm3Palms,PalmsBulk,PIxPI,Palms,Palms,CentralxCentral,CentralxCentral,CentralPure,G9,19,9,203,1,19.9.2.1,141.497,153.707,185,12.21
2292,673,Palms,Rm3Palms,PalmsBulk,PIxPI,Palms,Palms,CentralxCentral,CentralxCentral,CentralPure,G9,19,9,203,1,19.9.3.1,142.885,155.095,185,12.21
2293,674,HF44,C129,Davies14xMartin14,DAxMA,Davies14,Martin14,CentralxNorth,Hybrid,Hybrid,I4,19,9,203,2,19.9.2,NA,NA,185,12.21
2294,675,HF2,C31,Wood4xMartin14,WDxMA,Wood4,Martin14,NorthxNorth,NorthxNorth,NorthHybrid,D4,19,9,203,3,19.9.3.1,110.885,123.095,185,12.21
2295,676,Davies,Rm3Davies,DaviesBulk,DAxDA,Davies,Davies,CentralxCentral,CentralxCentral,CentralPure,G8,19,10,234,1,19.10.1.1,117.71,131.92,187,14.21
2296,676,Davies,Rm3Davies,DaviesBulk,DAxDA,Davies,Davies,CentralxCentral,CentralxCentral,CentralPure,G8,19,10,234,1,19.10.1.2,106.847,121.057,187,14.21
2297,676,Davies,Rm3Davies,DaviesBulk,DAxDA,Davies,Davies,CentralxCentral,CentralxCentral,CentralPure,G8,19,10,234,1,19.10.1.3,112.969,127.179,187,14.21
2298,676,Davies,Rm3Davies,DaviesBulk,DAxDA,Davies,Davies,CentralxCentral,CentralxCentral,CentralPure,G8,19,10,234,1,19.10.1.4,137.636,151.846,187,14.21
2299,676,Davies,Rm3Davies,DaviesBulk,DAxDA,Davies,Davies,CentralxCentral,CentralxCentral,CentralPure,G8,19,10,234,1,19.10.1.5,125.921,140.131,187,14.21
2300,676,Davies,Rm3Davies,DaviesBulk,DAxDA,Davies,Davies,CentralxCentral,CentralxCentral,CentralPure,G8,19,10,234,1,19.10.1.6,113.402,127.612,187,14.21
2301,676,Davies,Rm3Davies,DaviesBulk,DAxDA,Davies,Davies,CentralxCentral,CentralxCentral,CentralPure,G8,19,10,234,1,19.10.1.7,126.768,140.978,187,14.21
2302,676,Davies,Rm3Davies,DaviesBulk,DAxDA,Davies,Davies,CentralxCentral,CentralxCentral,CentralPure,G8,19,10,234,1,19.10.1.8,115.297,129.507,187,14.21
2303,676,Davies,Rm3Davies,DaviesBulk,DAxDA,Davies,Davies,CentralxCentral,CentralxCentral,CentralPure,G8,19,10,234,1,19.10.1.9,126.718,140.928,187,14.21
2304,676,Davies,Rm3Davies,DaviesBulk,DAxDA,Davies,Davies,CentralxCentral,CentralxCentral,CentralPure,G8,19,10,234,1,19.10.1.10,100.386,114.596,187,14.21
2305,677,HF62,C4,Davies17xArlington6,DAxAR,Davies17,Arlington6,CentralxCentral,CentralxCentral,CentralHybrid,D9,19,10,234,2,19.10.2.1,149.619,163.829,187,14.21
2306,678,Palms,Rm3Palms,PalmsBulk,PIxPI,Palms,Palms,CentralxCentral,CentralxCentral,CentralPure,G6,19,10,234,3,19.10.3.1,113.925,128.135,187,14.21
2307,678,Palms,Rm3Palms,PalmsBulk,PIxPI,Palms,Palms,CentralxCentral,CentralxCentral,CentralPure,G6,19,10,234,3,19.10.3.2,130.237,144.447,187,14.21
2308,678,Palms,Rm3Palms,PalmsBulk,PIxPI,Palms,Palms,CentralxCentral,CentralxCentral,CentralPure,G6,19,10,234,3,19.10.3.3,125.111,139.321,187,14.21
2309,679,HF80,C86,Martin11xDavies15,MAxDA,Martin11,Davies15,NorthxCentral,Hybrid,Hybrid,D9,19,11,223,1,19.11.1,NA,NA,179,6.21
